# File containing a listing of the fitness of the top-ranked
# individual for each ligand docked in GOLD.
#
# Format is:
#
#     Score     S(PLP)   S(hbond)     S(cho)   S(metal)  DE(clash)   DE(tors)    DE(con)     intcor     time                               File name                Ligand name

     48.70     -49.83       0.00       0.00       0.00       0.45       1.46      -0.00       2.24    0.780  '/tmp/tmp2BdK65/gold_soln_actives_final_m56_2.mol2'             'CHEMBL270638'
     41.77     -37.15       0.94       1.00       0.00       0.00       1.73      -0.00       2.25    0.468  '/tmp/tmp2BdK65/gold_soln_actives_final_m57_1.mol2'             'CHEMBL270638'
     37.43     -33.55       0.99       0.71       0.00       0.07       3.31      -0.00       5.45    0.868  '/tmp/tmp2BdK65/gold_soln_actives_final_m58_2.mol2'             'CHEMBL404554'
     64.97     -67.47       0.00       0.13       0.00       0.00       4.68      -0.00       5.33    0.860  '/tmp/tmp2BdK65/gold_soln_actives_final_m59_1.mol2'             'CHEMBL404554'
     55.42     -59.16       0.00       0.95       0.00       7.38       2.37      -0.00       5.55    1.264  '/tmp/tmp2BdK65/gold_soln_actives_final_m60_5.mol2'             'CHEMBL508794'
     73.05     -73.75       0.98       0.00       0.00       1.77       2.29      -0.00       2.07    1.400  '/tmp/tmp2BdK65/gold_soln_actives_final_m61_2.mol2'             'CHEMBL209503'
     35.86     -45.07       0.40       0.00       0.00       0.00       0.20     -10.00       0.00    0.412  '/tmp/tmp2BdK65/gold_soln_actives_final_m62_1.mol2'             'CHEMBL475401'
     55.61     -56.33       2.00       1.99       0.00       0.01       2.53     -10.00       1.76    1.544  '/tmp/tmp2BdK65/gold_soln_actives_final_m63_2.mol2'             'CHEMBL203275'
     69.92     -70.22       1.00       0.00       0.00       0.00       2.57      -0.00       1.84    1.572  '/tmp/tmp2BdK65/gold_soln_actives_final_m64_1.mol2'             'CHEMBL203275'
     54.14     -51.40       0.99       0.00       0.00       0.00       0.12      -0.00       0.01    0.492  '/tmp/tmp2BdK65/gold_soln_actives_final_m65_1.mol2'             'CHEMBL444165'
     40.66     -37.66       1.00       0.00       0.00       0.00       0.00      -0.00       0.00    0.292  '/tmp/tmp2BdK65/gold_soln_actives_final_m66_2.mol2'             'CHEMBL475400'
     51.08     -50.30       1.00       0.00       0.00       1.67       3.04      -0.00       5.53    1.308  '/tmp/tmp2BdK65/gold_soln_actives_final_m67_3.mol2'             'CHEMBL252056'
     63.74     -58.77       3.00       0.00       0.00       4.03       2.90      -0.00       5.17    1.296  '/tmp/tmp2BdK65/gold_soln_actives_final_m68_1.mol2'             'CHEMBL252056'
     68.76     -68.19       1.00       0.07       0.00       1.34       1.17      -0.00       0.81    1.192  '/tmp/tmp2BdK65/gold_soln_actives_final_m69_2.mol2'             'CHEMBL206208'
     82.90     -79.39       2.00       0.00       0.00       2.96       1.76      -0.00       3.40    1.304  '/tmp/tmp2BdK65/gold_soln_actives_final_m70_1.mol2'            'CHEMBL1081437'
     58.37     -50.90       3.30       0.00       0.00       2.97       1.48      -0.00       3.49    1.420  '/tmp/tmp2BdK65/gold_soln_actives_final_m71_3.mol2'            'CHEMBL1081438'
     67.96     -68.05       0.93       0.00       0.00       0.00       1.52      -0.00       0.16    0.856  '/tmp/tmp2BdK65/gold_soln_actives_final_m72_4.mol2'             'CHEMBL202937'
     65.01     -61.59       1.00       1.00       0.00       1.25       1.13      -0.00       0.58    0.508  '/tmp/tmp2BdK65/gold_soln_actives_final_m73_1.mol2'             'CHEMBL202937'
     49.84     -67.16       0.00       0.00       0.00       6.68       2.72     -10.00       3.52    1.272  '/tmp/tmp2BdK65/gold_soln_actives_final_m74_3.mol2'             'CHEMBL262341'
     69.60     -71.98       0.00       0.00       0.00       0.00       3.51      -0.00       4.63    1.248  '/tmp/tmp2BdK65/gold_soln_actives_final_m75_1.mol2'             'CHEMBL262341'
     55.64     -49.34       2.84       0.99       0.00       0.30       4.87      -0.00       4.82    1.248  '/tmp/tmp2BdK65/gold_soln_actives_final_m76_4.mol2'             'CHEMBL262341'
     70.54     -70.00       0.00       0.60       0.00       0.00       2.90      -0.00       4.54    1.268  '/tmp/tmp2BdK65/gold_soln_actives_final_m77_3.mol2'             'CHEMBL262341'
     65.86     -60.51       1.00       1.75       0.00       0.16       2.16      -0.00       1.56    1.344  '/tmp/tmp2BdK65/gold_soln_actives_final_m78_5.mol2'             'CHEMBL575646'
     79.75     -77.91       0.29       0.86       0.00       0.00       1.72      -0.00       1.81    1.432  '/tmp/tmp2BdK65/gold_soln_actives_final_m79_4.mol2'             'CHEMBL573334'
     81.41     -74.69       2.00       1.00       0.00       1.36       1.46      -0.00       2.00    1.412  '/tmp/tmp2BdK65/gold_soln_actives_final_m80_5.mol2'             'CHEMBL573334'
     63.73     -60.36       2.00       0.00       0.00       0.14       1.95      -0.00       1.41    1.432  '/tmp/tmp2BdK65/gold_soln_actives_final_m81_5.mol2'             'CHEMBL573334'
     66.52     -64.60       1.00       2.00       0.00       2.90       2.84      -0.00       1.50    1.376  '/tmp/tmp2BdK65/gold_soln_actives_final_m82_2.mol2'             'CHEMBL573334'
     69.97     -63.00       4.00       0.00       0.00       1.64       1.99      -0.00       0.58    0.908  '/tmp/tmp2BdK65/gold_soln_actives_final_m83_1.mol2'             'CHEMBL512672'
     73.21     -59.14       4.22       1.00       0.00       0.06       1.25      -0.00       0.98    0.912  '/tmp/tmp2BdK65/gold_soln_actives_final_m84_1.mol2'             'CHEMBL512672'
     78.81     -74.24       2.00       0.00       0.00       0.00       2.35      -0.00       3.27    1.932  '/tmp/tmp2BdK65/gold_soln_actives_final_m85_5.mol2'             'CHEMBL415220'
     75.89     -76.09       1.00       0.00       0.00       2.54       1.93      -0.00       3.21    1.880  '/tmp/tmp2BdK65/gold_soln_actives_final_m86_5.mol2'             'CHEMBL415220'
     43.36     -43.95       0.00       0.00       0.00       0.00       2.04      -0.00       3.46    0.804  '/tmp/tmp2BdK65/gold_soln_actives_final_m87_1.mol2'             'CHEMBL255592'
     45.84     -54.68       0.94       0.52       0.00       0.00       3.46     -10.00       3.71    1.508  '/tmp/tmp2BdK65/gold_soln_actives_final_m88_5.mol2'            'CHEMBL1202518'
     54.48     -58.57       0.60       0.00       0.00       4.88       2.44      -0.00       3.87    1.492  '/tmp/tmp2BdK65/gold_soln_actives_final_m89_4.mol2'            'CHEMBL1202518'
     72.49     -70.02       1.44       0.00       0.00       0.57       1.35      -0.00       1.22    1.368  '/tmp/tmp2BdK65/gold_soln_actives_final_m90_2.mol2'             'CHEMBL211186'
     30.95     -42.22       0.00       0.00       0.00       0.00       0.64     -10.00       0.00    0.336  '/tmp/tmp2BdK65/gold_soln_actives_final_m91_3.mol2'                'CHEMBL162'
     31.09     -42.36       0.00       0.00       0.00       0.00       0.64     -10.00       0.01    0.336  '/tmp/tmp2BdK65/gold_soln_actives_final_m92_3.mol2'                'CHEMBL162'
     77.56     -76.54       1.00       0.43       0.00       2.73       1.96      -0.00       2.95    1.144  '/tmp/tmp2BdK65/gold_soln_actives_final_m93_3.mol2'            'CHEMBL1082016'
     69.53     -71.96       0.00       0.21       0.00       0.71       2.99      -0.00       2.52    1.644  '/tmp/tmp2BdK65/gold_soln_actives_final_m94_2.mol2'            'CHEMBL1096271'
     77.88     -72.33       2.99       0.30       0.00       5.33       0.35      -0.00       1.69    0.532  '/tmp/tmp2BdK65/gold_soln_actives_final_m95_3.mol2'             'CHEMBL599448'
     80.64     -68.88       4.00       0.00       0.00       0.00       0.75      -0.00       1.24    0.576  '/tmp/tmp2BdK65/gold_soln_actives_final_m96_3.mol2'             'CHEMBL599448'
     59.83     -58.92       1.31       0.00       0.00       2.52       2.98      -0.00       5.46    1.352  '/tmp/tmp2BdK65/gold_soln_actives_final_m97_5.mol2'             'CHEMBL252055'
     56.62     -55.90       2.36       0.00       0.00       6.54       2.56      -0.00       5.31    1.052  '/tmp/tmp2BdK65/gold_soln_actives_final_m98_2.mol2'             'CHEMBL252055'
     58.31     -51.93       4.00       0.00       0.00       4.73       3.14      -0.00       5.39    1.300  '/tmp/tmp2BdK65/gold_soln_actives_final_m99_2.mol2'             'CHEMBL252055'
     52.82     -55.35       0.90       0.00       0.00       5.12       2.74      -0.00       5.38    1.096  '/tmp/tmp2BdK65/gold_soln_actives_final_m100_4.mol2'             'CHEMBL252055'
     74.08     -65.51       4.15       0.00       0.00       1.93       1.58      -0.00       1.20    1.008  '/tmp/tmp2BdK65/gold_soln_actives_final_m101_2.mol2'             'CHEMBL523586'
     60.83     -65.02       0.00       0.00       0.00       4.59       2.15      -0.00       4.71    1.252  '/tmp/tmp2BdK65/gold_soln_actives_final_m102_3.mol2'             'CHEMBL506077'
     60.40     -59.06       0.00       0.94       0.00       0.71       3.30      -0.00       4.90    1.332  '/tmp/tmp2BdK65/gold_soln_actives_final_m103_2.mol2'             'CHEMBL506077'
     47.99     -49.62       0.00       0.00       0.00       0.68       2.42      -0.00       3.84    1.056  '/tmp/tmp2BdK65/gold_soln_actives_final_m104_3.mol2'             'CHEMBL470200'
     53.96     -64.94       0.00       0.00       0.00       0.00       2.40     -10.00       3.81    1.048  '/tmp/tmp2BdK65/gold_soln_actives_final_m105_4.mol2'             'CHEMBL470200'
     39.96     -44.96       0.00       0.28       0.00       3.88       3.75      -0.00       5.56    1.580  '/tmp/tmp2BdK65/gold_soln_actives_final_m106_1.mol2'             'CHEMBL448926'
     42.26     -48.44       0.00       0.00       0.00       3.70       4.56      -0.00       5.56    1.628  '/tmp/tmp2BdK65/gold_soln_actives_final_m107_1.mol2'             'CHEMBL448926'
     62.36     -58.78       0.00       1.56       0.00       0.00       1.21      -0.00       1.32    1.332  '/tmp/tmp2BdK65/gold_soln_actives_final_m108_3.mol2'             'CHEMBL375485'
     67.27     -64.33       1.30       0.53       0.00       2.02       1.94      -0.00       2.89    1.272  '/tmp/tmp2BdK65/gold_soln_actives_final_m109_1.mol2'             'CHEMBL226381'
     65.09     -61.18       2.00       0.00       0.00       0.00       2.41      -0.00       2.74    1.048  '/tmp/tmp2BdK65/gold_soln_actives_final_m110_3.mol2'             'CHEMBL226381'
     72.69     -58.55       3.00       1.87       0.00       2.81       1.29      -0.00       4.92    1.120  '/tmp/tmp2BdK65/gold_soln_actives_final_m111_3.mol2'             'CHEMBL383527'
     76.41     -68.26       1.00       1.85       0.00       3.01       1.02      -0.00       4.65    1.152  '/tmp/tmp2BdK65/gold_soln_actives_final_m112_1.mol2'             'CHEMBL383527'
     71.09     -68.29       1.48       0.00       0.00       1.24       0.82      -0.00       1.25    1.212  '/tmp/tmp2BdK65/gold_soln_actives_final_m113_3.mol2'             'CHEMBL376569'
     77.90     -77.69       0.83       0.73       0.00       1.01       2.26      -0.00       1.07    1.400  '/tmp/tmp2BdK65/gold_soln_actives_final_m114_5.mol2'             'CHEMBL212566'
     60.19     -62.22       0.00       0.00       0.00       0.00       3.33      -0.00       4.64    1.308  '/tmp/tmp2BdK65/gold_soln_actives_final_m115_3.mol2'             'CHEMBL574289'
     58.13     -65.13       0.95       0.00       0.00      13.32       1.20      -0.00       5.62    1.112  '/tmp/tmp2BdK65/gold_soln_actives_final_m116_1.mol2'             'CHEMBL395080'
     67.36     -59.35       3.43       0.00       0.00       0.00       1.86      -0.00       1.44    2.148  '/tmp/tmp2BdK65/gold_soln_actives_final_m117_1.mol2'             'CHEMBL523859'
     76.62     -63.28       4.00       0.64       0.00       0.00       1.54      -0.00       2.49    1.020  '/tmp/tmp2BdK65/gold_soln_actives_final_m118_1.mol2'            'CHEMBL1171647'
     74.90     -70.69       1.99       0.62       0.00       0.42       3.23      -0.00       3.26    0.700  '/tmp/tmp2BdK65/gold_soln_actives_final_m119_2.mol2'            'CHEMBL1079625'
     73.77     -68.74       1.00       1.31       0.00       0.00       1.50      -0.00       1.10    1.092  '/tmp/tmp2BdK65/gold_soln_actives_final_m120_5.mol2'             'CHEMBL208199'
     65.67     -72.71       0.00       0.00       0.00       5.44       3.36      -0.00       5.11    1.096  '/tmp/tmp2BdK65/gold_soln_actives_final_m121_5.mol2'             'CHEMBL258844'
     31.74     -24.41       3.01       0.00       0.00       0.46       1.63      -0.00       2.00    2.084  '/tmp/tmp2BdK65/gold_soln_actives_final_m122_3.mol2'             'CHEMBL595349'
     29.95     -21.61       3.21       0.00       0.00       0.01       1.27      -0.00       1.27    2.136  '/tmp/tmp2BdK65/gold_soln_actives_final_m123_4.mol2'             'CHEMBL595349'
     79.76     -76.90       2.00       0.00       0.00       0.99       1.70      -0.00       1.24    1.064  '/tmp/tmp2BdK65/gold_soln_actives_final_m124_1.mol2'             'CHEMBL211018'
     76.01     -67.66       2.90       0.00       0.00       1.38       0.46      -0.00       1.96    1.456  '/tmp/tmp2BdK65/gold_soln_actives_final_m125_4.mol2'             'CHEMBL575811'
     85.62     -78.88       2.99       0.00       0.00       0.96       1.45      -0.00       1.62    1.440  '/tmp/tmp2BdK65/gold_soln_actives_final_m126_4.mol2'             'CHEMBL575811'
     78.19     -66.72       3.00       1.99       0.00       0.00       2.13      -0.00       0.46    1.116  '/tmp/tmp2BdK65/gold_soln_actives_final_m127_3.mol2'             'CHEMBL203329'
     82.54     -78.29       1.00       1.00       0.00       2.94       1.06      -0.00       3.20    1.180  '/tmp/tmp2BdK65/gold_soln_actives_final_m128_2.mol2'            'CHEMBL1081104'
     63.21     -71.60       0.60       0.00       0.00      10.17       3.55      -0.00       4.93    1.244  '/tmp/tmp2BdK65/gold_soln_actives_final_m129_1.mol2'             'CHEMBL270847'
     81.00     -71.77       2.98       0.85       0.00       0.00       2.09      -0.00       1.91    1.188  '/tmp/tmp2BdK65/gold_soln_actives_final_m130_5.mol2'             'CHEMBL205994'
     78.18     -70.68       1.00       2.09       0.00       0.00       1.76      -0.00       1.74    1.156  '/tmp/tmp2BdK65/gold_soln_actives_final_m131_4.mol2'             'CHEMBL205994'
     70.18     -72.20       0.00       0.00       0.00       0.00       1.70      -0.00       1.38    1.312  '/tmp/tmp2BdK65/gold_soln_actives_final_m132_2.mol2'             'CHEMBL572884'
     60.82     -53.93       2.98       0.99       0.00       1.39       2.65      -0.00       1.01    1.292  '/tmp/tmp2BdK65/gold_soln_actives_final_m133_2.mol2'             'CHEMBL572884'
     75.71     -58.94       4.94       1.37       0.00       0.00       1.58      -0.00       0.41    1.244  '/tmp/tmp2BdK65/gold_soln_actives_final_m134_4.mol2'             'CHEMBL206732'
     70.49     -70.51       1.00       1.00       0.00       1.62       3.01      -0.00       1.62    1.300  '/tmp/tmp2BdK65/gold_soln_actives_final_m135_5.mol2'             'CHEMBL203434'
     80.58     -88.50       0.99       0.39       0.00       1.30       1.87     -10.00       1.96    1.752  '/tmp/tmp2BdK65/gold_soln_actives_final_m136_1.mol2'             'CHEMBL381610'
     76.56     -78.40       0.80       0.00       0.00       0.00       3.30      -0.00       2.36    1.816  '/tmp/tmp2BdK65/gold_soln_actives_final_m137_5.mol2'             'CHEMBL381610'
     72.70     -59.28       4.67       0.65       0.00       3.28       1.03      -0.00       2.80    1.136  '/tmp/tmp2BdK65/gold_soln_actives_final_m138_2.mol2'            'CHEMBL1081829'
     74.25     -64.41       3.29       0.64       0.00       2.90       1.23      -0.00       3.21    1.212  '/tmp/tmp2BdK65/gold_soln_actives_final_m139_1.mol2'            'CHEMBL1081660'
     77.11     -64.39       3.00       1.71       0.00       0.00       1.32      -0.00       0.95    1.188  '/tmp/tmp2BdK65/gold_soln_actives_final_m140_1.mol2'             'CHEMBL207496'
     68.25     -69.52       0.99       0.00       0.00       0.83       2.71      -0.00       2.01    1.584  '/tmp/tmp2BdK65/gold_soln_actives_final_m141_5.mol2'             'CHEMBL377687'
     82.40     -80.87       1.00       1.00       0.00       0.42       3.72      -0.00       3.38    1.104  '/tmp/tmp2BdK65/gold_soln_actives_final_m142_1.mol2'            'CHEMBL1081263'
     82.89     -79.10       1.00       1.58       0.00       3.36       1.92      -0.00       3.23    1.096  '/tmp/tmp2BdK65/gold_soln_actives_final_m143_5.mol2'            'CHEMBL1081425'
     81.07     -76.78       1.00       1.21       0.00       2.93       1.39      -0.00       3.22    1.168  '/tmp/tmp2BdK65/gold_soln_actives_final_m144_3.mol2'            'CHEMBL1081296'
     69.89     -62.68       1.00       1.90       0.00       0.91       1.71      -0.00       2.84    1.756  '/tmp/tmp2BdK65/gold_soln_actives_final_m145_5.mol2'             'CHEMBL377603'
     66.72     -59.83       1.76       1.00       0.00       1.64       1.53      -0.00       2.49    1.792  '/tmp/tmp2BdK65/gold_soln_actives_final_m146_3.mol2'             'CHEMBL377603'
     43.52     -42.39       1.00       0.00       0.00       1.36       1.07      -0.00       1.09    1.040  '/tmp/tmp2BdK65/gold_soln_actives_final_m147_1.mol2'             'CHEMBL445180'
     72.85     -77.73       0.00       0.00       0.00       3.86       3.25      -0.00       5.47    0.544  '/tmp/tmp2BdK65/gold_soln_actives_final_m148_2.mol2'             'CHEMBL359864'
     76.65     -70.96       2.53       0.00       0.00       0.16       3.43      -0.00       5.11    1.052  '/tmp/tmp2BdK65/gold_soln_actives_final_m149_3.mol2'             'CHEMBL180231'
     69.05     -68.40       1.84       0.00       0.00       4.37       2.53      -0.00       4.57    1.068  '/tmp/tmp2BdK65/gold_soln_actives_final_m150_3.mol2'             'CHEMBL180231'
     49.74     -42.72       2.99       0.00       0.00       0.00       1.59      -0.00       1.01    0.776  '/tmp/tmp2BdK65/gold_soln_actives_final_m151_2.mol2'             'CHEMBL493251'
     80.24     -69.39       3.62       0.65       0.00       0.00       1.54      -0.00       1.14    0.960  '/tmp/tmp2BdK65/gold_soln_actives_final_m152_5.mol2'             'CHEMBL597793'
