# File containing a listing of the fitness of the top-ranked
# individual for each ligand docked in GOLD.
#
# Format is:
#
#     Score     S(PLP)   S(hbond)     S(cho)   S(metal)  DE(clash)   DE(tors)    DE(con)     intcor     time                               File name                Ligand name

     48.31     -51.16       1.98       0.00       0.00       6.97       3.45      -0.00       5.06    0.484  '/tmp/tmpqdVv87/gold_soln_actives_final_m16_3.mol2'             'CHEMBL276130'
     54.66     -53.32       1.00       0.00       0.00       0.49       1.31      -0.00       1.44    0.480  '/tmp/tmpqdVv87/gold_soln_actives_final_m17_4.mol2'             'CHEMBL574268'
     59.90     -54.35       1.94       0.00       0.00       0.00       0.95      -0.00       1.20    0.472  '/tmp/tmpqdVv87/gold_soln_actives_final_m18_2.mol2'             'CHEMBL577377'
     56.68     -51.13       2.98       1.28       0.00       7.81       2.74      -0.00       5.40    0.604  '/tmp/tmpqdVv87/gold_soln_actives_final_m19_1.mol2'             'CHEMBL596072'
     54.89     -52.82       1.00       0.00       0.00       0.00       1.05      -0.00       1.16    0.600  '/tmp/tmpqdVv87/gold_soln_actives_final_m20_2.mol2'            'CHEMBL1098938'
     66.11     -60.32       1.00       1.20       0.00       1.28       2.41      -0.00       5.28    0.628  '/tmp/tmpqdVv87/gold_soln_actives_final_m21_4.mol2'             'CHEMBL603197'
     56.91     -51.01       1.96       0.13       0.00       0.96       1.36      -0.00       2.96    0.672  '/tmp/tmpqdVv87/gold_soln_actives_final_m22_3.mol2'            'CHEMBL1095612'
     68.27     -61.09       1.50       1.30       0.00       1.87       2.08      -0.00       4.84    0.588  '/tmp/tmpqdVv87/gold_soln_actives_final_m23_3.mol2'             'CHEMBL596073'
     36.17     -61.64       0.00       0.00       0.00      24.36       3.12      -0.00       4.51    0.604  '/tmp/tmpqdVv87/gold_soln_actives_final_m24_4.mol2'             'CHEMBL253457'
     72.29     -66.01       2.60       0.25       0.00       2.51       0.69      -0.00       1.60    0.360  '/tmp/tmpqdVv87/gold_soln_actives_final_m25_2.mol2'             'CHEMBL470410'
     65.84     -60.75       2.00       0.00       0.00       0.06       0.93      -0.00       1.01    0.356  '/tmp/tmpqdVv87/gold_soln_actives_final_m26_2.mol2'             'CHEMBL470410'
     60.78     -62.91       2.00       0.00       0.00       7.45       3.28      -0.00       5.88    0.516  '/tmp/tmpqdVv87/gold_soln_actives_final_m27_5.mol2'             'CHEMBL252259'
     63.76     -58.18       2.00       0.00       0.00       0.24       3.34      -0.00       5.85    0.516  '/tmp/tmpqdVv87/gold_soln_actives_final_m28_1.mol2'             'CHEMBL252259'
     77.57     -74.30       1.00       0.20       0.00       0.00       1.02      -0.00       1.02    0.452  '/tmp/tmpqdVv87/gold_soln_actives_final_m29_2.mol2'             'CHEMBL210740'
     51.38     -47.55       1.95       0.94       0.00       2.41       2.82      -0.00       3.20    0.648  '/tmp/tmpqdVv87/gold_soln_actives_final_m30_4.mol2'             'CHEMBL211774'
     56.67     -60.32       0.00       0.00       0.00       1.37       2.21      -0.00       2.13    0.656  '/tmp/tmpqdVv87/gold_soln_actives_final_m31_3.mol2'             'CHEMBL211774'
     57.02     -63.89       1.00       0.00       0.00       8.99       3.19      -0.00       4.25    0.612  '/tmp/tmpqdVv87/gold_soln_actives_final_m32_1.mol2'            'CHEMBL1204096'
     58.52     -65.06       1.98       0.00       0.00      10.02       3.84      -0.00       4.85    0.636  '/tmp/tmpqdVv87/gold_soln_actives_final_m33_3.mol2'            'CHEMBL1204096'
     51.14     -64.30       0.01       0.00       0.00      12.64       2.18      -0.00       3.66    0.588  '/tmp/tmpqdVv87/gold_soln_actives_final_m34_2.mol2'            'CHEMBL1204095'
     64.19     -58.51       1.00       1.23       0.00       0.37       1.95      -0.00       3.01    0.432  '/tmp/tmpqdVv87/gold_soln_actives_final_m35_1.mol2'            'CHEMBL1081853'
     75.37     -69.58       2.84       0.00       0.00       1.32       1.48      -0.00       1.54    0.456  '/tmp/tmpqdVv87/gold_soln_actives_final_m36_5.mol2'             'CHEMBL205410'
     39.15     -41.64       0.00       0.98       0.00       3.02       3.19      -0.00       3.98    0.636  '/tmp/tmpqdVv87/gold_soln_actives_final_m37_4.mol2'             'CHEMBL210209'
     48.67     -41.13       1.17       2.00       0.00       0.84       2.05      -0.00       2.98    0.652  '/tmp/tmpqdVv87/gold_soln_actives_final_m38_3.mol2'             'CHEMBL210209'
     53.68     -52.02       1.00       0.85       0.00       0.95       3.18      -0.00       3.43    0.640  '/tmp/tmpqdVv87/gold_soln_actives_final_m39_4.mol2'             'CHEMBL210209'
     40.17     -36.24       1.00       1.61       0.00       0.93       2.52      -0.00       2.07    0.656  '/tmp/tmpqdVv87/gold_soln_actives_final_m40_5.mol2'             'CHEMBL210209'
     69.53     -65.19       1.00       1.98       0.00       2.47       1.94      -0.00       1.75    0.428  '/tmp/tmpqdVv87/gold_soln_actives_final_m41_5.mol2'             'CHEMBL206183'
     68.50     -63.35       1.00       2.07       0.00       1.39       1.83      -0.00       1.00    0.384  '/tmp/tmpqdVv87/gold_soln_actives_final_m42_4.mol2'             'CHEMBL210020'
     67.48     -62.13       1.58       0.43       0.00       0.00       0.83      -0.00       0.98    0.528  '/tmp/tmpqdVv87/gold_soln_actives_final_m43_5.mol2'             'CHEMBL576135'
     28.63     -48.80       0.00       0.00       0.00      18.29       2.74      -0.00       3.60    0.484  '/tmp/tmpqdVv87/gold_soln_actives_final_m44_2.mol2'             'CHEMBL575448'
     29.49     -38.82       0.00       0.00       0.00       9.32       2.72      -0.00       4.55    0.488  '/tmp/tmpqdVv87/gold_soln_actives_final_m45_4.mol2'             'CHEMBL575448'
     27.63     -30.00       0.00       0.75       0.00       3.97       3.45      -0.00       6.24    0.636  '/tmp/tmpqdVv87/gold_soln_actives_final_m46_1.mol2'             'CHEMBL603852'
     18.35     -29.08       0.00       1.00       0.00      12.56       3.56      -0.00       5.94    0.608  '/tmp/tmpqdVv87/gold_soln_actives_final_m47_3.mol2'             'CHEMBL603852'
     33.00     -30.85       1.70       1.00       0.00       2.97       3.82      -0.00       4.66    0.576  '/tmp/tmpqdVv87/gold_soln_actives_final_m48_5.mol2'             'CHEMBL603852'
     24.78     -29.98       0.00       0.23       0.00       2.97       3.58      -0.00       4.23    0.608  '/tmp/tmpqdVv87/gold_soln_actives_final_m49_4.mol2'             'CHEMBL603852'
     40.78     -37.84       0.45       0.91       0.00       0.00       3.48      -0.00       5.82    0.600  '/tmp/tmpqdVv87/gold_soln_actives_final_m50_1.mol2'             'CHEMBL603852'
     32.22     -37.67       0.00       0.00       0.00       3.00       4.15      -0.00       5.62    0.584  '/tmp/tmpqdVv87/gold_soln_actives_final_m51_1.mol2'             'CHEMBL603852'
     48.84     -48.35       0.89       0.00       0.00       0.02       3.38      -0.00       4.59    0.580  '/tmp/tmpqdVv87/gold_soln_actives_final_m52_5.mol2'             'CHEMBL603852'
     45.89     -46.42       0.00       0.91       0.00       0.00       3.74      -0.00       4.23    0.576  '/tmp/tmpqdVv87/gold_soln_actives_final_m53_5.mol2'             'CHEMBL603852'
     44.68     -44.22       0.66       0.00       0.00       2.92       1.79      -0.00       5.00    0.152  '/tmp/tmpqdVv87/gold_soln_actives_final_m54_2.mol2'             'CHEMBL228654'
     56.94     -59.09       0.50       0.00       0.00       1.80       1.70      -0.00       1.57    0.444  '/tmp/tmpqdVv87/gold_soln_actives_final_m55_5.mol2'             'CHEMBL211084'
     40.81     -36.37       0.96       1.00       0.00       0.02       1.83      -0.00       2.24    0.352  '/tmp/tmpqdVv87/gold_soln_actives_final_m56_2.mol2'             'CHEMBL270638'
     51.31     -52.42       0.00       0.00       0.00       0.18       1.63      -0.00       2.23    0.348  '/tmp/tmpqdVv87/gold_soln_actives_final_m57_1.mol2'             'CHEMBL270638'
     45.21     -46.26       0.95       0.00       0.00       1.00       4.66      -0.00       6.39    0.580  '/tmp/tmpqdVv87/gold_soln_actives_final_m58_2.mol2'             'CHEMBL404554'
     53.68     -62.52       1.06       0.00       0.00       8.63       4.56      -0.00       5.72    0.564  '/tmp/tmpqdVv87/gold_soln_actives_final_m59_2.mol2'             'CHEMBL404554'
     75.11     -80.57       1.24       0.00       0.00       9.27       2.96      -0.00       5.99    0.560  '/tmp/tmpqdVv87/gold_soln_actives_final_m60_2.mol2'             'CHEMBL508794'
     72.39     -72.71       1.07       0.00       0.00       0.00       2.84      -0.00       2.16    0.560  '/tmp/tmpqdVv87/gold_soln_actives_final_m61_5.mol2'             'CHEMBL209503'
     16.75     -14.59       0.80       0.00       0.00       0.00       0.12      -0.00       0.00    0.216  '/tmp/tmpqdVv87/gold_soln_actives_final_m62_2.mol2'             'CHEMBL475401'
     -5.00     -32.14       0.16       0.00       0.00      32.64       3.27      -0.00       1.57    0.528  '/tmp/tmpqdVv87/gold_soln_actives_final_m63_3.mol2'             'CHEMBL203275'
     71.08     -68.30       1.94       0.00       0.00       0.82       2.23      -0.00       2.15    0.536  '/tmp/tmpqdVv87/gold_soln_actives_final_m64_2.mol2'             'CHEMBL203275'
     51.81     -47.53       1.73       0.00       0.00       0.00       0.51      -0.00       0.10    0.336  '/tmp/tmpqdVv87/gold_soln_actives_final_m65_3.mol2'             'CHEMBL444165'
     40.21     -40.21       0.00       0.00       0.00       0.00       0.00      -0.00       0.00    0.244  '/tmp/tmpqdVv87/gold_soln_actives_final_m66_3.mol2'             'CHEMBL475400'
     56.58     -58.50       1.00       0.00       0.00       3.96       3.02      -0.00       5.07    0.544  '/tmp/tmpqdVv87/gold_soln_actives_final_m67_2.mol2'             'CHEMBL252056'
     66.83     -63.87       3.00       0.00       0.00       6.85       2.73      -0.00       5.78    0.492  '/tmp/tmpqdVv87/gold_soln_actives_final_m68_2.mol2'             'CHEMBL252056'
     68.41     -51.22       4.00       1.86       0.00       0.32       0.55      -0.00       1.03    0.448  '/tmp/tmpqdVv87/gold_soln_actives_final_m69_3.mol2'             'CHEMBL206208'
     62.57     -62.72       1.00       0.00       0.00       2.28       2.18      -0.00       3.49    0.488  '/tmp/tmpqdVv87/gold_soln_actives_final_m70_4.mol2'            'CHEMBL1081437'
     57.91     -51.93       2.98       0.00       0.00       1.12       2.84      -0.00       3.84    0.528  '/tmp/tmpqdVv87/gold_soln_actives_final_m71_1.mol2'            'CHEMBL1081438'
     61.61     -55.99       1.66       0.87       0.00       1.15       0.93      -0.00       0.54    0.364  '/tmp/tmpqdVv87/gold_soln_actives_final_m72_2.mol2'             'CHEMBL202937'
     67.81     -57.91       2.61       2.91       0.00       3.85       1.64      -0.00       0.45    0.400  '/tmp/tmpqdVv87/gold_soln_actives_final_m73_4.mol2'             'CHEMBL202937'
     33.16     -74.59       0.00       0.00       0.00      38.85       3.46      -0.00       4.35    0.560  '/tmp/tmpqdVv87/gold_soln_actives_final_m74_5.mol2'             'CHEMBL262341'
     60.38     -63.40       0.00       0.92       0.00       4.26       2.95      -0.00       4.37    0.548  '/tmp/tmpqdVv87/gold_soln_actives_final_m75_3.mol2'             'CHEMBL262341'
     40.62     -40.58       0.55       0.00       0.00       0.00       2.90      -0.00       4.17    0.560  '/tmp/tmpqdVv87/gold_soln_actives_final_m76_5.mol2'             'CHEMBL262341'
     48.38     -59.85       0.00       0.00       0.00       9.29       3.57      -0.00       4.96    0.636  '/tmp/tmpqdVv87/gold_soln_actives_final_m77_4.mol2'             'CHEMBL262341'
     69.20     -62.92       1.00       1.58       0.00       0.00       1.52      -0.00       1.57    0.484  '/tmp/tmpqdVv87/gold_soln_actives_final_m78_3.mol2'             'CHEMBL575646'
     61.34     -61.01       0.00       0.95       0.00       1.80       1.28      -0.00       1.26    0.572  '/tmp/tmpqdVv87/gold_soln_actives_final_m79_2.mol2'             'CHEMBL573334'
     68.59     -70.40       1.41       0.00       0.00       0.28       3.81      -0.00       1.85    0.544  '/tmp/tmpqdVv87/gold_soln_actives_final_m80_2.mol2'             'CHEMBL573334'
     64.71     -58.50       1.96       1.76       0.00       2.97       1.74      -0.00       1.51    0.548  '/tmp/tmpqdVv87/gold_soln_actives_final_m81_4.mol2'             'CHEMBL573334'
     52.55     -52.09       1.00       1.00       0.00       0.94       3.05      -0.00       1.50    0.584  '/tmp/tmpqdVv87/gold_soln_actives_final_m82_3.mol2'             'CHEMBL573334'
     62.00     -64.73       0.00       0.00       0.00       1.46       1.16      -0.00       1.04    0.360  '/tmp/tmpqdVv87/gold_soln_actives_final_m83_2.mol2'             'CHEMBL512672'
     73.70     -67.70       2.00       1.00       0.00       3.11       0.56      -0.00       1.23    0.360  '/tmp/tmpqdVv87/gold_soln_actives_final_m84_4.mol2'             'CHEMBL512672'
     70.69     -67.84       1.03       0.00       0.00       0.30       1.54      -0.00       3.14    0.704  '/tmp/tmpqdVv87/gold_soln_actives_final_m85_3.mol2'             'CHEMBL415220'
     61.95     -50.02       3.39       0.82       0.00       0.35       2.56      -0.00       3.52    0.672  '/tmp/tmpqdVv87/gold_soln_actives_final_m86_1.mol2'             'CHEMBL415220'
     31.95     -32.85       0.09       0.00       0.00       0.58       2.03      -0.00       3.46    0.400  '/tmp/tmpqdVv87/gold_soln_actives_final_m87_2.mol2'             'CHEMBL255592'
     49.59     -61.72       0.15       1.00       0.00      13.81       2.99      -0.00       4.23    0.624  '/tmp/tmpqdVv87/gold_soln_actives_final_m88_3.mol2'            'CHEMBL1202518'
     51.48     -55.86       0.57       0.00       0.00       5.39       2.39      -0.00       4.08    0.636  '/tmp/tmpqdVv87/gold_soln_actives_final_m89_4.mol2'            'CHEMBL1202518'
     73.47     -70.26       1.26       0.00       0.00       0.83       0.84      -0.00       1.55    0.460  '/tmp/tmpqdVv87/gold_soln_actives_final_m90_2.mol2'             'CHEMBL211186'
     12.80     -13.94       0.00       0.00       0.00       0.00       0.57      -0.00       0.00    0.264  '/tmp/tmpqdVv87/gold_soln_actives_final_m91_4.mol2'                'CHEMBL162'
     10.37     -11.41       0.00       0.00       0.00       0.00       0.52      -0.00       0.00    0.268  '/tmp/tmpqdVv87/gold_soln_actives_final_m92_1.mol2'                'CHEMBL162'
     67.26     -67.47       1.00       0.00       0.00       2.94       1.64      -0.00       3.02    0.436  '/tmp/tmpqdVv87/gold_soln_actives_final_m93_5.mol2'            'CHEMBL1082016'
     60.67     -58.28       0.96       0.00       0.00       0.00       2.22      -0.00       3.91    0.688  '/tmp/tmpqdVv87/gold_soln_actives_final_m94_4.mol2'            'CHEMBL1096271'
     76.80     -72.50       2.52       0.71       0.00       5.78       0.60      -0.00       1.57    0.408  '/tmp/tmpqdVv87/gold_soln_actives_final_m95_4.mol2'             'CHEMBL599448'
     80.04     -73.22       4.00       0.62       0.00       7.46       0.46      -0.00       1.36    0.552  '/tmp/tmpqdVv87/gold_soln_actives_final_m96_5.mol2'             'CHEMBL599448'
     52.89     -55.36       0.00       0.00       0.00       3.67       2.31      -0.00       5.42    0.528  '/tmp/tmpqdVv87/gold_soln_actives_final_m97_3.mol2'             'CHEMBL252055'
     56.17     -50.61       3.00       0.00       0.00       2.83       3.20      -0.00       5.45    0.520  '/tmp/tmpqdVv87/gold_soln_actives_final_m98_3.mol2'             'CHEMBL252055'
     56.11     -56.58       3.00       0.00       0.00       9.27       2.67      -0.00       5.15    0.540  '/tmp/tmpqdVv87/gold_soln_actives_final_m99_3.mol2'             'CHEMBL252055'
     51.12     -54.04       0.00       0.00       0.00       1.66       3.44      -0.00       5.62    0.536  '/tmp/tmpqdVv87/gold_soln_actives_final_m100_2.mol2'             'CHEMBL252055'
     57.80     -52.94       1.91       0.00       0.00       0.26       1.30      -0.00       1.44    0.416  '/tmp/tmpqdVv87/gold_soln_actives_final_m101_2.mol2'             'CHEMBL523586'
     63.67     -71.71       0.00       0.00       0.00       7.83       3.11      -0.00       5.18    0.572  '/tmp/tmpqdVv87/gold_soln_actives_final_m102_2.mol2'             'CHEMBL506077'
     43.59     -44.11       0.48       0.00       0.00       0.00       3.86      -0.00       5.76    0.584  '/tmp/tmpqdVv87/gold_soln_actives_final_m103_5.mol2'             'CHEMBL506077'
     49.01     -45.06       2.37       0.00       0.00       2.55       2.13      -0.00       3.64    0.484  '/tmp/tmpqdVv87/gold_soln_actives_final_m104_5.mol2'             'CHEMBL470200'
     50.32     -47.44       0.70       1.00       0.00       2.26       2.34      -0.00       4.38    0.440  '/tmp/tmpqdVv87/gold_soln_actives_final_m105_3.mol2'             'CHEMBL470200'
     50.63     -67.84       0.00       0.84       0.00      15.98       5.30      -0.00       6.28    0.656  '/tmp/tmpqdVv87/gold_soln_actives_final_m106_3.mol2'             'CHEMBL448926'
     31.24     -31.15       0.00       0.61       0.00       0.00       4.22      -0.00       6.70    0.680  '/tmp/tmpqdVv87/gold_soln_actives_final_m107_2.mol2'             'CHEMBL448926'
     59.88     -60.20       0.00       0.65       0.00       0.00       2.10      -0.00       1.92    0.536  '/tmp/tmpqdVv87/gold_soln_actives_final_m108_1.mol2'             'CHEMBL375485'
     57.59     -49.68       3.36       0.00       0.00       2.36       1.47      -0.00       3.12    0.476  '/tmp/tmpqdVv87/gold_soln_actives_final_m109_5.mol2'             'CHEMBL226381'
     61.89     -51.23       4.25       0.00       0.00       1.18       2.21      -0.00       3.19    0.496  '/tmp/tmpqdVv87/gold_soln_actives_final_m110_1.mol2'             'CHEMBL226381'
     67.33     -62.57       1.00       1.00       0.00       2.91       1.30      -0.00       4.28    0.468  '/tmp/tmpqdVv87/gold_soln_actives_final_m111_4.mol2'             'CHEMBL383527'
     76.36     -64.08       3.00       1.31       0.00       3.17       1.34      -0.00       5.21    0.488  '/tmp/tmpqdVv87/gold_soln_actives_final_m112_1.mol2'             'CHEMBL383527'
     64.78     -57.81       3.39       0.00       0.00       1.21       1.76      -0.00       1.44    0.480  '/tmp/tmpqdVv87/gold_soln_actives_final_m113_2.mol2'             'CHEMBL376569'
     77.20     -82.37       1.00       0.00       0.00       4.82       3.06      -0.00       2.27    0.596  '/tmp/tmpqdVv87/gold_soln_actives_final_m114_1.mol2'             'CHEMBL212566'
     36.17     -60.50       0.55       0.00       0.00      28.14       2.33      -0.00       6.36    0.620  '/tmp/tmpqdVv87/gold_soln_actives_final_m115_2.mol2'             'CHEMBL574289'
     53.57     -55.21       0.00       0.00       0.00       4.78       1.20      -0.00       5.55    0.636  '/tmp/tmpqdVv87/gold_soln_actives_final_m116_1.mol2'             'CHEMBL395080'
     72.62     -64.34       3.84       0.00       0.00       2.15       1.71      -0.00       2.03    0.708  '/tmp/tmpqdVv87/gold_soln_actives_final_m117_4.mol2'             'CHEMBL523859'
     76.21     -62.86       3.95       0.93       0.00       1.17       1.56      -0.00       2.99    0.392  '/tmp/tmpqdVv87/gold_soln_actives_final_m118_5.mol2'            'CHEMBL1171647'
     67.64     -67.41       1.00       0.54       0.00       2.90       2.44      -0.00       3.04    0.444  '/tmp/tmpqdVv87/gold_soln_actives_final_m119_3.mol2'            'CHEMBL1079625'
     72.06     -67.50       1.00       1.28       0.00       1.36       1.01      -0.00       1.11    0.428  '/tmp/tmpqdVv87/gold_soln_actives_final_m120_4.mol2'             'CHEMBL208199'
     36.62     -50.08       0.62       0.00       0.00      15.67       2.19      -0.00       4.73    0.520  '/tmp/tmpqdVv87/gold_soln_actives_final_m121_2.mol2'             'CHEMBL258844'
     14.67     -17.86       1.13       0.00       0.00       3.91       2.27      -0.00       1.88    0.812  '/tmp/tmpqdVv87/gold_soln_actives_final_m122_5.mol2'             'CHEMBL595349'
      4.59       1.64       2.47       0.00       0.00       1.33       1.24      -0.00       2.07    0.876  '/tmp/tmpqdVv87/gold_soln_actives_final_m123_2.mol2'             'CHEMBL595349'
     66.90     -69.19       0.00       0.00       0.00       0.00       1.78      -0.00       0.99    0.460  '/tmp/tmpqdVv87/gold_soln_actives_final_m124_4.mol2'             'CHEMBL211018'
     61.98     -58.27       0.93       0.73       0.00       1.05       0.98      -0.00       1.72    0.536  '/tmp/tmpqdVv87/gold_soln_actives_final_m125_3.mol2'             'CHEMBL575811'
     67.83     -66.92       1.00       0.46       0.00       1.39       2.52      -0.00       1.91    0.532  '/tmp/tmpqdVv87/gold_soln_actives_final_m126_2.mol2'             'CHEMBL575811'
     64.60     -64.26       1.00       0.00       0.00       0.75       1.34      -0.00       0.77    0.440  '/tmp/tmpqdVv87/gold_soln_actives_final_m127_1.mol2'             'CHEMBL203329'
     71.74     -65.83       2.00       1.00       0.00       2.94       1.61      -0.00       3.07    0.460  '/tmp/tmpqdVv87/gold_soln_actives_final_m128_1.mol2'            'CHEMBL1081104'
     44.88     -45.96       1.00       0.00       0.00       6.31       2.27      -0.00       5.32    0.600  '/tmp/tmpqdVv87/gold_soln_actives_final_m129_2.mol2'             'CHEMBL270847'
     77.51     -71.74       1.00       2.33       0.00       0.00       3.16      -0.00       1.96    0.480  '/tmp/tmpqdVv87/gold_soln_actives_final_m130_1.mol2'             'CHEMBL205994'
     65.14     -59.91       1.00       1.00       0.00       0.00       1.46      -0.00       1.87    0.452  '/tmp/tmpqdVv87/gold_soln_actives_final_m131_2.mol2'             'CHEMBL205994'
     67.82     -65.03       2.00       0.00       0.00       0.00       2.38      -0.00       1.35    0.508  '/tmp/tmpqdVv87/gold_soln_actives_final_m132_1.mol2'             'CHEMBL572884'
     65.55     -64.23       0.98       0.76       0.00       0.00       2.77      -0.00       1.53    0.528  '/tmp/tmpqdVv87/gold_soln_actives_final_m133_3.mol2'             'CHEMBL572884'
     74.26     -65.96       1.09       2.47       0.00       0.00       1.71      -0.00       1.04    0.472  '/tmp/tmpqdVv87/gold_soln_actives_final_m134_5.mol2'             'CHEMBL206732'
     65.56     -70.79       0.35       0.21       0.00       3.33       2.86      -0.00       2.14    0.568  '/tmp/tmpqdVv87/gold_soln_actives_final_m135_5.mol2'             'CHEMBL203434'
     37.48     -39.46       0.00       0.00       0.00       0.02       2.13      -0.00       2.12    0.608  '/tmp/tmpqdVv87/gold_soln_actives_final_m136_1.mol2'             'CHEMBL381610'
     71.97     -61.36       3.06       1.14       0.00       0.02       2.50      -0.00       2.56    0.612  '/tmp/tmpqdVv87/gold_soln_actives_final_m137_2.mol2'             'CHEMBL381610'
     67.77     -63.95       0.98       1.01       0.00       2.24       1.52      -0.00       3.15    0.428  '/tmp/tmpqdVv87/gold_soln_actives_final_m138_3.mol2'            'CHEMBL1081829'
     67.33     -60.47       2.98       0.00       0.00       2.88       1.37      -0.00       3.52    0.460  '/tmp/tmpqdVv87/gold_soln_actives_final_m139_4.mol2'            'CHEMBL1081660'
     70.66     -57.75       3.00       1.86       0.00       0.00       1.51      -0.00       1.35    0.492  '/tmp/tmpqdVv87/gold_soln_actives_final_m140_5.mol2'             'CHEMBL207496'
     62.33     -68.82       0.86       0.39       0.00       7.93       2.26      -0.00       2.18    0.648  '/tmp/tmpqdVv87/gold_soln_actives_final_m141_5.mol2'             'CHEMBL377687'
     76.31     -69.48       1.00       2.00       0.00       0.33       2.40      -0.00       2.96    0.432  '/tmp/tmpqdVv87/gold_soln_actives_final_m142_4.mol2'            'CHEMBL1081263'
     82.59     -76.93       1.75       1.00       0.00       1.78       2.01      -0.00       3.23    0.452  '/tmp/tmpqdVv87/gold_soln_actives_final_m143_5.mol2'            'CHEMBL1081425'
     72.99     -67.99       1.00       1.00       0.00       0.32       2.14      -0.00       3.06    0.460  '/tmp/tmpqdVv87/gold_soln_actives_final_m144_1.mol2'            'CHEMBL1081296'
     52.67     -49.75       0.83       1.00       0.00       1.21       1.69      -0.00       2.01    0.644  '/tmp/tmpqdVv87/gold_soln_actives_final_m145_5.mol2'             'CHEMBL377603'
     69.45     -64.75       1.00       1.85       0.00       0.00       3.54      -0.00       3.24    0.800  '/tmp/tmpqdVv87/gold_soln_actives_final_m146_3.mol2'             'CHEMBL377603'
     44.39     -43.77       0.81       0.00       0.00       1.36       0.93      -0.00       1.40    0.296  '/tmp/tmpqdVv87/gold_soln_actives_final_m147_1.mol2'             'CHEMBL445180'
     78.20     -83.52       0.00       0.00       0.00       4.29       2.99      -0.00       4.95    0.416  '/tmp/tmpqdVv87/gold_soln_actives_final_m148_5.mol2'             'CHEMBL359864'
     46.81     -53.80       0.00       0.00       0.00       5.31       3.13      -0.00       4.58    0.496  '/tmp/tmpqdVv87/gold_soln_actives_final_m149_4.mol2'             'CHEMBL180231'
     63.18     -65.98       1.80       0.00       0.00       9.71       1.95      -0.00       5.40    0.504  '/tmp/tmpqdVv87/gold_soln_actives_final_m150_3.mol2'             'CHEMBL180231'
     42.47     -44.27       0.25       0.00       0.00       0.06       2.21      -0.00       1.93    0.484  '/tmp/tmpqdVv87/gold_soln_actives_final_m151_1.mol2'             'CHEMBL493251'
     78.61     -68.58       2.58       0.90       0.00       0.00       0.79      -0.00       1.18    0.368  '/tmp/tmpqdVv87/gold_soln_actives_final_m152_2.mol2'             'CHEMBL597793'
