# File containing a listing of the fitness of the top-ranked
# individual for each ligand docked in GOLD.
#
# Format is:
#
#     Score     S(PLP)   S(hbond)     S(cho)   S(metal)  DE(clash)   DE(tors)    DE(con)     intcor     time                               File name                Ligand name

     71.45     -78.84       1.00       2.61       0.00      12.48       3.56      -0.00       1.04   11.912  '/tmp/tmpkdXFtC/gold_soln_actives_final_m11_1.mol2'             'CHEMBL573096'
     74.71     -70.76       1.00       1.28       0.00       0.00       2.23      -0.00       0.91   11.820  '/tmp/tmpkdXFtC/gold_soln_actives_final_m12_1.mol2'             'CHEMBL573326'
     75.95     -73.13       1.00       1.00       0.00       0.02       2.06      -0.00       0.96   11.784  '/tmp/tmpkdXFtC/gold_soln_actives_final_m13_4.mol2'             'CHEMBL573326'
     81.29     -71.60       3.00       1.00       0.00       1.39       1.46      -0.00       2.01    8.720  '/tmp/tmpkdXFtC/gold_soln_actives_final_m14_4.mol2'             'CHEMBL574269'
     83.80     -76.63       1.00       1.75       0.00       0.00       1.70      -0.00       2.03   11.076  '/tmp/tmpkdXFtC/gold_soln_actives_final_m15_1.mol2'             'CHEMBL574269'
     60.71     -50.60       4.00       0.00       0.00       0.03       3.36      -0.00       4.87    6.388  '/tmp/tmpkdXFtC/gold_soln_actives_final_m16_3.mol2'             'CHEMBL276130'
     76.26     -67.39       3.00       0.92       0.00       0.32       1.70      -0.00       0.83    9.528  '/tmp/tmpkdXFtC/gold_soln_actives_final_m17_5.mol2'             'CHEMBL574268'
     74.72     -70.61       1.00       1.45       0.00       0.00       2.08      -0.00       0.85    8.984  '/tmp/tmpkdXFtC/gold_soln_actives_final_m18_2.mol2'             'CHEMBL577377'
     70.01     -65.10       1.00       1.07       0.00       0.03       3.32      -0.00       5.36   12.228  '/tmp/tmpkdXFtC/gold_soln_actives_final_m19_4.mol2'             'CHEMBL596072'
     75.92     -75.87       1.55       0.00       0.00       0.00       2.62      -0.00       0.63    9.852  '/tmp/tmpkdXFtC/gold_soln_actives_final_m20_2.mol2'            'CHEMBL1098938'
     70.02     -65.36       1.00       1.20       0.00       1.46       2.24      -0.00       4.01   12.964  '/tmp/tmpkdXFtC/gold_soln_actives_final_m21_5.mol2'             'CHEMBL603197'
     67.35     -66.53       0.88       0.00       0.00       0.00       2.04      -0.00       2.27   15.152  '/tmp/tmpkdXFtC/gold_soln_actives_final_m22_5.mol2'            'CHEMBL1095612'
     77.60     -73.45       0.95       1.00       0.00       0.21       3.11      -0.00       4.60   12.404  '/tmp/tmpkdXFtC/gold_soln_actives_final_m23_3.mol2'             'CHEMBL596073'
     36.66     -36.69       0.00       0.36       0.00       1.26       2.14      -0.00       4.43    4.972  '/tmp/tmpkdXFtC/gold_soln_actives_final_m24_3.mol2'             'CHEMBL253457'
     75.26     -71.00       2.00       0.58       0.00       4.44       0.41      -0.00       0.89    4.484  '/tmp/tmpkdXFtC/gold_soln_actives_final_m25_1.mol2'             'CHEMBL470410'
     76.93     -72.98       2.00       0.44       0.00       1.24       1.41      -0.00       0.68    4.396  '/tmp/tmpkdXFtC/gold_soln_actives_final_m26_3.mol2'             'CHEMBL470410'
     70.33     -66.67       2.00       0.00       0.00       0.00       3.57      -0.00       4.80   12.264  '/tmp/tmpkdXFtC/gold_soln_actives_final_m27_3.mol2'             'CHEMBL252259'
     65.53     -65.01       2.00       0.00       0.00       3.89       3.28      -0.00       4.99    7.276  '/tmp/tmpkdXFtC/gold_soln_actives_final_m28_3.mol2'             'CHEMBL252259'
     83.47     -81.14       1.51       0.00       0.00       0.00       1.50      -0.00       0.82    9.868  '/tmp/tmpkdXFtC/gold_soln_actives_final_m29_2.mol2'             'CHEMBL210740'
     73.96     -76.46       0.83       1.00       0.00       6.52       1.49      -0.00       1.52   12.504  '/tmp/tmpkdXFtC/gold_soln_actives_final_m30_2.mol2'             'CHEMBL211774'
     71.64     -67.52       0.99       1.91       0.00       1.41       2.49      -0.00       1.79   12.748  '/tmp/tmpkdXFtC/gold_soln_actives_final_m31_2.mol2'             'CHEMBL211774'
     66.12     -77.24       1.00       0.00       0.00      11.47       3.41      -0.00       4.11   14.300  '/tmp/tmpkdXFtC/gold_soln_actives_final_m32_3.mol2'            'CHEMBL1204096'
     61.08     -63.74       1.03       0.00       0.00       3.85       3.24      -0.00       3.31   14.112  '/tmp/tmpkdXFtC/gold_soln_actives_final_m33_1.mol2'            'CHEMBL1204096'
     63.30     -68.92       0.53       0.00       0.00       4.87       2.98      -0.00       3.52   12.776  '/tmp/tmpkdXFtC/gold_soln_actives_final_m34_2.mol2'            'CHEMBL1204095'
     77.07     -78.55       1.00       0.00       0.00       4.18       1.57      -0.00       2.85    9.120  '/tmp/tmpkdXFtC/gold_soln_actives_final_m35_5.mol2'            'CHEMBL1081853'
     80.38     -66.05       2.82       2.58       0.00       0.72       1.06      -0.00       0.96   10.404  '/tmp/tmpkdXFtC/gold_soln_actives_final_m36_5.mol2'             'CHEMBL205410'
     71.56     -68.04       0.99       0.99       0.00       0.86       1.63      -0.00       1.67   16.020  '/tmp/tmpkdXFtC/gold_soln_actives_final_m37_5.mol2'             'CHEMBL210209'
     87.56     -74.58       3.00       2.00       0.00       0.00       1.84      -0.00       1.46    9.748  '/tmp/tmpkdXFtC/gold_soln_actives_final_m38_2.mol2'             'CHEMBL210209'
     75.34     -71.41       1.69       1.32       0.00       0.03       3.71      -0.00       2.34   15.624  '/tmp/tmpkdXFtC/gold_soln_actives_final_m39_4.mol2'             'CHEMBL210209'
     76.54     -73.84       1.82       0.66       0.00       0.24       3.00      -0.00       1.51   16.268  '/tmp/tmpkdXFtC/gold_soln_actives_final_m40_2.mol2'             'CHEMBL210209'
     85.02     -70.51       3.00       2.34       0.00       0.00       1.16      -0.00       0.80    9.616  '/tmp/tmpkdXFtC/gold_soln_actives_final_m41_5.mol2'             'CHEMBL206183'
     76.58     -65.67       3.00       1.43       0.00       0.00       1.61      -0.00       0.86    8.160  '/tmp/tmpkdXFtC/gold_soln_actives_final_m42_3.mol2'             'CHEMBL210020'
     64.58     -67.02       1.00       0.15       0.00       0.64       3.17      -0.00       0.84   10.044  '/tmp/tmpkdXFtC/gold_soln_actives_final_m43_3.mol2'             'CHEMBL576135'
     40.63     -45.10       0.00       0.00       0.00       4.66       2.46      -0.00       4.16    8.228  '/tmp/tmpkdXFtC/gold_soln_actives_final_m44_1.mol2'             'CHEMBL575448'
     44.06     -48.31       1.00       0.00       0.00       9.28       1.78      -0.00       3.97    5.184  '/tmp/tmpkdXFtC/gold_soln_actives_final_m45_1.mol2'             'CHEMBL575448'
     37.15     -34.76       0.98       0.00       0.00       0.03       3.08      -0.00       5.57   11.732  '/tmp/tmpkdXFtC/gold_soln_actives_final_m46_2.mol2'             'CHEMBL603852'
     44.09     -50.12       0.00       0.00       0.00       4.94       3.18      -0.00       5.28   11.808  '/tmp/tmpkdXFtC/gold_soln_actives_final_m47_5.mol2'             'CHEMBL603852'
     57.78     -55.01       1.65       0.00       0.00       0.04       3.23      -0.00       4.30    7.072  '/tmp/tmpkdXFtC/gold_soln_actives_final_m48_1.mol2'             'CHEMBL603852'
     52.03     -48.71       1.00       1.00       0.00       0.09       3.30      -0.00       4.02   11.904  '/tmp/tmpkdXFtC/gold_soln_actives_final_m49_5.mol2'             'CHEMBL603852'
     45.65     -48.30       0.49       0.48       0.00       2.98       4.01      -0.00       5.44   11.628  '/tmp/tmpkdXFtC/gold_soln_actives_final_m50_3.mol2'             'CHEMBL603852'
     48.27     -51.09       0.00       0.76       0.00       3.00       3.78      -0.00       5.26   11.424  '/tmp/tmpkdXFtC/gold_soln_actives_final_m51_1.mol2'             'CHEMBL603852'
     50.96     -54.41       1.00       0.00       0.00       2.98       3.82      -0.00       4.17   11.808  '/tmp/tmpkdXFtC/gold_soln_actives_final_m52_5.mol2'             'CHEMBL603852'
     44.64     -44.80       1.00       1.00       0.00       2.98       3.63      -0.00       4.08   11.984  '/tmp/tmpkdXFtC/gold_soln_actives_final_m53_2.mol2'             'CHEMBL603852'
     42.78     -40.07       0.00       0.94       0.00       2.84       1.03      -0.00       4.78    2.864  '/tmp/tmpkdXFtC/gold_soln_actives_final_m54_2.mol2'             'CHEMBL228654'
     68.74     -67.44       1.00       0.00       0.00       0.00       1.32      -0.00       0.93   10.624  '/tmp/tmpkdXFtC/gold_soln_actives_final_m55_3.mol2'             'CHEMBL211084'
     42.71     -36.81       0.88       1.57       0.00       0.05       1.81      -0.00       2.23    3.860  '/tmp/tmpkdXFtC/gold_soln_actives_final_m56_3.mol2'             'CHEMBL270638'
     41.92     -37.21       0.91       1.00       0.00       0.00       1.62      -0.00       2.23    3.660  '/tmp/tmpkdXFtC/gold_soln_actives_final_m57_3.mol2'             'CHEMBL270638'
     65.61     -70.83       0.00       0.00       0.00       3.52       3.54      -0.00       5.16   11.344  '/tmp/tmpkdXFtC/gold_soln_actives_final_m58_1.mol2'             'CHEMBL404554'
     72.34     -71.12       0.74       0.00       0.00       0.00       3.14      -0.00       4.90   11.480  '/tmp/tmpkdXFtC/gold_soln_actives_final_m59_1.mol2'             'CHEMBL404554'
     74.11     -81.10       1.50       0.00       0.00      11.28       2.52      -0.00       4.83   10.368  '/tmp/tmpkdXFtC/gold_soln_actives_final_m60_4.mol2'             'CHEMBL508794'
     95.72     -96.83       1.00       0.40       0.00       0.79       3.10      -0.00       1.60   11.284  '/tmp/tmpkdXFtC/gold_soln_actives_final_m61_1.mol2'             'CHEMBL209503'
     16.60     -14.16       0.83       0.00       0.00       0.00       0.03      -0.00       0.00    1.140  '/tmp/tmpkdXFtC/gold_soln_actives_final_m62_1.mol2'             'CHEMBL475401'
     60.06     -54.73       2.99       1.00       0.00       5.37       1.42      -0.00       0.92   13.772  '/tmp/tmpkdXFtC/gold_soln_actives_final_m63_1.mol2'             'CHEMBL203275'
     86.62     -77.17       3.00       1.00       0.00       0.00       2.09      -0.00       1.63   13.840  '/tmp/tmpkdXFtC/gold_soln_actives_final_m64_2.mol2'             'CHEMBL203275'
     55.36     -49.31       2.33       0.00       0.00       0.00       0.48      -0.00       0.01    4.028  '/tmp/tmpkdXFtC/gold_soln_actives_final_m65_3.mol2'             'CHEMBL444165'
     40.19     -40.19       0.00       0.00       0.00       0.00       0.00      -0.00       0.00    0.640  '/tmp/tmpkdXFtC/gold_soln_actives_final_m66_2.mol2'             'CHEMBL475400'
     61.99     -64.05       1.19       0.00       0.00       6.09       2.59      -0.00       5.31    9.032  '/tmp/tmpkdXFtC/gold_soln_actives_final_m67_1.mol2'             'CHEMBL252056'
     68.17     -61.96       3.00       0.00       0.00       2.57       2.57      -0.00       4.91    9.076  '/tmp/tmpkdXFtC/gold_soln_actives_final_m68_3.mol2'             'CHEMBL252056'
     74.89     -68.09       3.00       0.37       0.00       1.11       1.45      -0.00       0.71    8.100  '/tmp/tmpkdXFtC/gold_soln_actives_final_m69_4.mol2'             'CHEMBL206208'
     85.13     -75.81       4.11       0.00       0.00       2.96       1.80      -0.00       3.31   11.768  '/tmp/tmpkdXFtC/gold_soln_actives_final_m70_1.mol2'            'CHEMBL1081437'
     72.98     -76.88       0.00       0.00       0.00       2.12       2.46      -0.00       2.72   12.508  '/tmp/tmpkdXFtC/gold_soln_actives_final_m71_1.mol2'            'CHEMBL1081438'
     73.50     -70.85       1.00       1.13       0.00       0.00       1.91      -0.00       0.09    6.964  '/tmp/tmpkdXFtC/gold_soln_actives_final_m72_4.mol2'             'CHEMBL202937'
     76.66     -65.84       4.00       1.77       0.00       3.83       1.44      -0.00       0.08    7.024  '/tmp/tmpkdXFtC/gold_soln_actives_final_m73_1.mol2'             'CHEMBL202937'
     71.95     -69.13       0.00       1.00       0.00       0.00       1.76      -0.00       3.36    9.948  '/tmp/tmpkdXFtC/gold_soln_actives_final_m74_4.mol2'             'CHEMBL262341'
     68.80     -68.24       1.00       0.00       0.00       0.63       3.16      -0.00       3.42    9.748  '/tmp/tmpkdXFtC/gold_soln_actives_final_m75_1.mol2'             'CHEMBL262341'
     66.21     -67.22       0.00       0.00       0.00       0.14       2.87      -0.00       4.05   10.552  '/tmp/tmpkdXFtC/gold_soln_actives_final_m76_2.mol2'             'CHEMBL262341'
     56.47     -56.55       0.59       0.09       0.00       0.24       3.36      -0.00       3.46   10.228  '/tmp/tmpkdXFtC/gold_soln_actives_final_m77_1.mol2'             'CHEMBL262341'
     80.16     -64.21       3.00       3.46       0.00       0.43       2.03      -0.00       1.05    7.148  '/tmp/tmpkdXFtC/gold_soln_actives_final_m78_2.mol2'             'CHEMBL575646'
     77.16     -73.97       0.39       1.96       0.00       0.65       2.26      -0.00       1.25   12.076  '/tmp/tmpkdXFtC/gold_soln_actives_final_m79_3.mol2'             'CHEMBL573334'
     77.91     -78.08       0.00       0.98       0.00       1.15       1.96      -0.00       1.77    9.448  '/tmp/tmpkdXFtC/gold_soln_actives_final_m80_1.mol2'             'CHEMBL573334'
     71.28     -67.29       1.00       1.95       0.00       0.00       2.94      -0.00       1.02   11.908  '/tmp/tmpkdXFtC/gold_soln_actives_final_m81_5.mol2'             'CHEMBL573334'
     68.91     -66.61       1.00       1.46       0.00       1.54       2.56      -0.00       1.58    9.360  '/tmp/tmpkdXFtC/gold_soln_actives_final_m82_1.mol2'             'CHEMBL573334'
     67.76     -54.78       3.99       1.00       0.00       0.03       1.26      -0.00       0.56    7.600  '/tmp/tmpkdXFtC/gold_soln_actives_final_m83_4.mol2'             'CHEMBL512672'
     76.89     -65.43       4.27       0.97       0.00       0.59       2.14      -0.00       0.59    4.464  '/tmp/tmpkdXFtC/gold_soln_actives_final_m84_2.mol2'             'CHEMBL512672'
     86.81     -88.18       1.13       0.00       0.00       2.42       2.30      -0.00       2.26   16.984  '/tmp/tmpkdXFtC/gold_soln_actives_final_m85_1.mol2'             'CHEMBL415220'
     84.35     -76.16       4.03       0.48       0.00       1.77       2.84      -0.00       2.11   16.864  '/tmp/tmpkdXFtC/gold_soln_actives_final_m86_4.mol2'             'CHEMBL415220'
     38.29     -38.44       0.06       0.00       0.00       0.17       1.81      -0.00       3.45    3.676  '/tmp/tmpkdXFtC/gold_soln_actives_final_m87_1.mol2'             'CHEMBL255592'
     60.99     -64.53       1.00       0.00       0.00       4.31       3.16      -0.00       3.66   14.044  '/tmp/tmpkdXFtC/gold_soln_actives_final_m88_2.mol2'            'CHEMBL1202518'
     57.47     -63.61       1.80       0.00       0.00       9.42       2.89      -0.00       3.65    8.548  '/tmp/tmpkdXFtC/gold_soln_actives_final_m89_3.mol2'            'CHEMBL1202518'
     77.81     -77.71       0.95       0.00       0.00       0.00       1.86      -0.00       0.97   12.576  '/tmp/tmpkdXFtC/gold_soln_actives_final_m90_5.mol2'             'CHEMBL211186'
     13.17     -14.23       0.00       0.00       0.00       0.00       0.53      -0.00       0.00    2.344  '/tmp/tmpkdXFtC/gold_soln_actives_final_m91_1.mol2'                'CHEMBL162'
     13.33     -14.34       0.00       0.00       0.00       0.00       0.51      -0.00       0.00    2.172  '/tmp/tmpkdXFtC/gold_soln_actives_final_m92_1.mol2'                'CHEMBL162'
     80.29     -78.62       0.99       0.00       0.00       2.96       0.77      -0.00       2.79   10.252  '/tmp/tmpkdXFtC/gold_soln_actives_final_m93_2.mol2'            'CHEMBL1082016'
     62.99     -61.50       1.00       0.00       0.00       0.00       1.90      -0.00       2.29   15.424  '/tmp/tmpkdXFtC/gold_soln_actives_final_m94_3.mol2'            'CHEMBL1096271'
     78.27     -68.69       2.85       0.70       0.00       0.00       1.19      -0.00       1.31    5.680  '/tmp/tmpkdXFtC/gold_soln_actives_final_m95_2.mol2'             'CHEMBL599448'
     81.35     -71.16       4.00       0.00       0.00       1.58       0.75      -0.00       1.27    6.732  '/tmp/tmpkdXFtC/gold_soln_actives_final_m96_3.mol2'             'CHEMBL599448'
     62.91     -60.92       1.19       0.00       0.00       0.77       3.12      -0.00       4.79    9.084  '/tmp/tmpkdXFtC/gold_soln_actives_final_m97_1.mol2'             'CHEMBL252055'
     63.16     -61.22       3.54       0.00       0.00       8.92       2.50      -0.00       5.22    6.732  '/tmp/tmpkdXFtC/gold_soln_actives_final_m98_1.mol2'             'CHEMBL252055'
     63.70     -53.05       4.00       0.00       0.00       0.01       3.11      -0.00       4.87    6.616  '/tmp/tmpkdXFtC/gold_soln_actives_final_m99_2.mol2'             'CHEMBL252055'
     61.45     -56.80       2.00       0.00       0.00       0.16       3.23      -0.00       5.03   11.200  '/tmp/tmpkdXFtC/gold_soln_actives_final_m100_2.mol2'             'CHEMBL252055'
     79.19     -75.39       2.00       0.00       0.00       0.46       1.19      -0.00       0.65    5.040  '/tmp/tmpkdXFtC/gold_soln_actives_final_m101_2.mol2'             'CHEMBL523586'
     66.04     -74.29       0.00       0.00       0.00       8.70       2.34      -0.00       4.90   10.724  '/tmp/tmpkdXFtC/gold_soln_actives_final_m102_2.mol2'             'CHEMBL506077'
     74.46     -73.99       0.00       0.98       0.00       1.15       3.06      -0.00       4.82    9.532  '/tmp/tmpkdXFtC/gold_soln_actives_final_m103_5.mol2'             'CHEMBL506077'
     50.87     -50.68       0.87       1.00       0.00       3.56       2.43      -0.00       3.00    9.768  '/tmp/tmpkdXFtC/gold_soln_actives_final_m104_4.mol2'             'CHEMBL470200'
     54.36     -48.32       2.86       0.00       0.00       0.05       2.75      -0.00       3.03    9.776  '/tmp/tmpkdXFtC/gold_soln_actives_final_m105_4.mol2'             'CHEMBL470200'
     44.35     -48.60       0.00       0.72       0.00       5.35       3.30      -0.00       5.54   12.720  '/tmp/tmpkdXFtC/gold_soln_actives_final_m106_2.mol2'             'CHEMBL448926'
     57.65     -63.48       0.19       0.00       0.00       0.00       5.93      -0.00       5.47    7.592  '/tmp/tmpkdXFtC/gold_soln_actives_final_m107_2.mol2'             'CHEMBL448926'
     69.45     -69.95       0.31       1.00       0.00       1.18       2.02      -0.00       0.79   11.260  '/tmp/tmpkdXFtC/gold_soln_actives_final_m108_5.mol2'             'CHEMBL375485'
     69.27     -66.08       1.36       0.51       0.00       0.00       2.34      -0.00       2.28   10.440  '/tmp/tmpkdXFtC/gold_soln_actives_final_m109_2.mol2'             'CHEMBL226381'
     68.38     -63.10       1.85       0.30       0.00       0.28       1.66      -0.00       2.43    6.844  '/tmp/tmpkdXFtC/gold_soln_actives_final_m110_3.mol2'             'CHEMBL226381'
     80.21     -69.54       4.00       1.90       0.00       6.72       2.24      -0.00       4.17    9.440  '/tmp/tmpkdXFtC/gold_soln_actives_final_m111_4.mol2'             'CHEMBL383527'
     77.55     -71.98       1.00       1.32       0.00       2.82       1.48      -0.00       3.97    9.652  '/tmp/tmpkdXFtC/gold_soln_actives_final_m112_1.mol2'             'CHEMBL383527'
     67.92     -58.74       3.25       0.41       0.00       1.32       0.61      -0.00       0.73   10.056  '/tmp/tmpkdXFtC/gold_soln_actives_final_m113_5.mol2'             'CHEMBL376569'
     99.68    -100.53       1.00       0.29       0.00       1.34       2.70      -0.00       1.74   11.696  '/tmp/tmpkdXFtC/gold_soln_actives_final_m114_2.mol2'             'CHEMBL212566'
     70.19     -65.67       2.59       0.00       0.00       1.36       3.77      -0.00       5.64   10.664  '/tmp/tmpkdXFtC/gold_soln_actives_final_m115_3.mol2'             'CHEMBL574289'
     77.74     -81.54       0.00       0.00       0.00       6.26       1.63      -0.00       5.34    8.924  '/tmp/tmpkdXFtC/gold_soln_actives_final_m116_2.mol2'             'CHEMBL395080'
     75.38     -65.96       3.81       0.00       0.00       0.00       1.62      -0.00       0.95   18.288  '/tmp/tmpkdXFtC/gold_soln_actives_final_m117_1.mol2'             'CHEMBL523859'
     77.41     -64.63       3.86       0.71       0.00       0.00       1.64      -0.00       2.23    8.556  '/tmp/tmpkdXFtC/gold_soln_actives_final_m118_2.mol2'            'CHEMBL1171647'
     77.13     -68.25       3.89       0.00       0.00       2.81       1.44      -0.00       2.90    9.596  '/tmp/tmpkdXFtC/gold_soln_actives_final_m119_3.mol2'            'CHEMBL1079625'
     73.58     -68.91       1.00       1.09       0.00       0.00       1.28      -0.00       0.95    5.472  '/tmp/tmpkdXFtC/gold_soln_actives_final_m120_2.mol2'             'CHEMBL208199'
     64.73     -80.80       0.00       0.00       0.00      15.75       2.57      -0.00       4.60    7.828  '/tmp/tmpkdXFtC/gold_soln_actives_final_m121_1.mol2'             'CHEMBL258844'
     36.93     -28.08       3.82       0.00       0.00       0.00       1.82      -0.00       1.05   18.048  '/tmp/tmpkdXFtC/gold_soln_actives_final_m122_3.mol2'             'CHEMBL595349'
     33.91     -26.38       2.70       0.00       0.00       0.00       1.02      -0.00       0.78   10.860  '/tmp/tmpkdXFtC/gold_soln_actives_final_m123_1.mol2'             'CHEMBL595349'
     86.17     -84.73       1.00       1.00       0.00       0.00       2.68      -0.00       0.79    8.660  '/tmp/tmpkdXFtC/gold_soln_actives_final_m124_4.mol2'             'CHEMBL211018'
     71.28     -69.66       1.00       0.00       0.00       0.01       1.26      -0.00       1.16    7.556  '/tmp/tmpkdXFtC/gold_soln_actives_final_m125_2.mol2'             'CHEMBL575811'
     86.08     -80.31       3.00       0.00       0.00       0.00       2.43      -0.00       1.31   12.712  '/tmp/tmpkdXFtC/gold_soln_actives_final_m126_1.mol2'             'CHEMBL575811'
     79.90     -72.14       2.98       0.90       0.00       0.00       2.10      -0.00       0.33    9.196  '/tmp/tmpkdXFtC/gold_soln_actives_final_m127_3.mol2'             'CHEMBL203329'
     86.39     -83.47       1.00       0.98       0.00       2.96       1.45      -0.00       2.83    8.788  '/tmp/tmpkdXFtC/gold_soln_actives_final_m128_4.mol2'            'CHEMBL1081104'
     72.41     -74.00       1.74       0.00       0.00       4.35       4.00      -0.00       5.54   10.148  '/tmp/tmpkdXFtC/gold_soln_actives_final_m129_3.mol2'             'CHEMBL270847'
     85.01     -75.68       1.30       3.00       0.00       0.00       2.48      -0.00       1.40   10.688  '/tmp/tmpkdXFtC/gold_soln_actives_final_m130_5.mol2'             'CHEMBL205994'
     92.64     -77.16       4.94       1.58       0.00       0.00       2.79      -0.00       1.51   10.312  '/tmp/tmpkdXFtC/gold_soln_actives_final_m131_3.mol2'             'CHEMBL205994'
     79.43     -76.00       0.89       0.99       0.00       0.00       1.71      -0.00       1.20    6.736  '/tmp/tmpkdXFtC/gold_soln_actives_final_m132_2.mol2'             'CHEMBL572884'
     71.04     -69.99       1.00       1.00       0.00       0.00       2.95      -0.00       0.94   11.272  '/tmp/tmpkdXFtC/gold_soln_actives_final_m133_4.mol2'             'CHEMBL572884'
     84.60     -66.97       4.62       2.00       0.00       0.00       1.30      -0.00       0.37   10.724  '/tmp/tmpkdXFtC/gold_soln_actives_final_m134_4.mol2'             'CHEMBL206732'
     81.65     -68.45       3.00       2.59       0.00       1.29       1.96      -0.00       1.43    9.472  '/tmp/tmpkdXFtC/gold_soln_actives_final_m135_3.mol2'             'CHEMBL203434'
     62.88     -56.86       2.86       0.00       0.00       0.00       2.34      -0.00       1.47   12.664  '/tmp/tmpkdXFtC/gold_soln_actives_final_m136_1.mol2'             'CHEMBL381610'
     91.49     -81.87       3.00       1.00       0.00       0.00       2.32      -0.00       1.83   16.804  '/tmp/tmpkdXFtC/gold_soln_actives_final_m137_1.mol2'             'CHEMBL381610'
     77.07     -73.04       1.98       0.00       0.00       0.33       2.22      -0.00       2.88    9.784  '/tmp/tmpkdXFtC/gold_soln_actives_final_m138_5.mol2'            'CHEMBL1081829'
     78.61     -72.78       2.67       0.00       0.00       2.96       1.03      -0.00       2.84    6.364  '/tmp/tmpkdXFtC/gold_soln_actives_final_m139_3.mol2'            'CHEMBL1081660'
     80.84     -72.43       1.00       2.40       0.00       0.00       1.29      -0.00       0.78    9.908  '/tmp/tmpkdXFtC/gold_soln_actives_final_m140_2.mol2'             'CHEMBL207496'
     83.11     -83.84       1.31       0.18       0.00       0.00       3.16      -0.00       1.12   13.296  '/tmp/tmpkdXFtC/gold_soln_actives_final_m141_3.mol2'             'CHEMBL377687'
     83.03     -79.22       1.27       1.00       0.00       2.45       1.59      -0.00       2.63    9.188  '/tmp/tmpkdXFtC/gold_soln_actives_final_m142_5.mol2'            'CHEMBL1081263'
     82.95     -81.67       1.00       1.00       0.00       2.34       2.61      -0.00       2.85    9.488  '/tmp/tmpkdXFtC/gold_soln_actives_final_m143_2.mol2'            'CHEMBL1081425'
     87.57     -78.27       3.00       1.54       0.00       1.44       2.92      -0.00       2.96   10.344  '/tmp/tmpkdXFtC/gold_soln_actives_final_m144_4.mol2'            'CHEMBL1081296'
     78.26     -72.60       2.94       2.00       0.00       9.09       0.99      -0.00       1.91   16.312  '/tmp/tmpkdXFtC/gold_soln_actives_final_m145_5.mol2'             'CHEMBL377603'
     75.62     -71.43       0.98       2.06       0.00       0.40       3.04      -0.00       1.55   16.060  '/tmp/tmpkdXFtC/gold_soln_actives_final_m146_5.mol2'             'CHEMBL377603'
     45.18     -43.12       1.00       0.00       0.00       1.20       0.55      -0.00       1.13    6.996  '/tmp/tmpkdXFtC/gold_soln_actives_final_m147_1.mol2'             'CHEMBL445180'
     75.12     -76.26       0.94       0.00       0.00       1.87       3.43      -0.00       4.78    4.432  '/tmp/tmpkdXFtC/gold_soln_actives_final_m148_3.mol2'             'CHEMBL359864'
     79.96     -75.12       2.72       0.00       0.00       0.14       4.08      -0.00       4.97    4.776  '/tmp/tmpkdXFtC/gold_soln_actives_final_m149_3.mol2'             'CHEMBL180231'
     74.73     -78.55       1.74       0.00       0.00       6.81       3.50      -0.00       4.64    5.200  '/tmp/tmpkdXFtC/gold_soln_actives_final_m150_1.mol2'             'CHEMBL180231'
     50.84     -48.80       1.00       0.00       0.00       1.28       0.55      -0.00       1.26    6.952  '/tmp/tmpkdXFtC/gold_soln_actives_final_m151_2.mol2'             'CHEMBL493251'
