# File containing a listing of the fitness of the top-ranked
# individual for each ligand docked in GOLD.
#
# Format is:
#
#     Score     S(PLP)   S(hbond)     S(cho)   S(metal)  DE(clash)   DE(tors)     intcor     time                               File name                Ligand name

     46.84     -41.08       1.46       1.35       0.00       0.52       3.54       4.67    0.572  '/tmp/tmp9r24QL/gold_soln_actives_final_m39_1.mol2'             'CHEMBL210209'
     47.46     -55.89       1.00       1.00       0.00      11.01       3.47       3.51    0.564  '/tmp/tmp9r24QL/gold_soln_actives_final_m40_5.mol2'             'CHEMBL210209'
     65.60     -60.04       1.16       1.34       0.00       1.27       1.29       1.87    0.392  '/tmp/tmp9r24QL/gold_soln_actives_final_m41_4.mol2'             'CHEMBL206183'
     59.21     -53.47       2.00       0.00       0.00       0.00       0.88       1.02    0.348  '/tmp/tmp9r24QL/gold_soln_actives_final_m42_3.mol2'             'CHEMBL210020'
     60.95     -54.08       1.96       0.50       0.00       0.00       0.82       1.10    0.440  '/tmp/tmp9r24QL/gold_soln_actives_final_m43_4.mol2'             'CHEMBL576135'
     48.69     -52.82       0.00       0.00       0.00       5.99       1.24       4.33    0.396  '/tmp/tmp9r24QL/gold_soln_actives_final_m44_5.mol2'             'CHEMBL575448'
     48.91     -46.74       0.96       0.72       0.00       3.30       2.71       5.86    0.392  '/tmp/tmp9r24QL/gold_soln_actives_final_m45_2.mol2'             'CHEMBL575448'
     40.63     -46.08       0.00       0.00       0.00       3.02       4.30       5.84    0.456  '/tmp/tmp9r24QL/gold_soln_actives_final_m46_4.mol2'             'CHEMBL603852'
     30.19     -27.84       0.00       1.00       0.00       0.00       3.24       5.49    0.476  '/tmp/tmp9r24QL/gold_soln_actives_final_m47_1.mol2'             'CHEMBL603852'
     50.96     -52.10       0.00       0.75       0.00       0.00       3.90       4.39    0.444  '/tmp/tmp9r24QL/gold_soln_actives_final_m48_2.mol2'             'CHEMBL603852'
     42.31     -40.43       0.38       1.00       0.00       0.00       3.13       3.98    0.472  '/tmp/tmp9r24QL/gold_soln_actives_final_m49_4.mol2'             'CHEMBL603852'
     50.70     -49.49       0.41       1.00       0.00       0.00       4.63       6.04    0.480  '/tmp/tmp9r24QL/gold_soln_actives_final_m50_2.mol2'             'CHEMBL603852'
     44.89     -49.36       0.00       0.47       0.00       3.44       3.97       5.49    0.492  '/tmp/tmp9r24QL/gold_soln_actives_final_m51_4.mol2'             'CHEMBL603852'
     39.03     -46.33       0.00       0.00       0.00       2.97       4.53       4.31    0.452  '/tmp/tmp9r24QL/gold_soln_actives_final_m52_1.mol2'             'CHEMBL603852'
     40.24     -43.46       0.84       0.00       0.00       3.00       3.57       4.14    0.456  '/tmp/tmp9r24QL/gold_soln_actives_final_m53_1.mol2'             'CHEMBL603852'
     44.83     -43.50       0.74       0.00       0.00       2.88       1.63       5.24    0.216  '/tmp/tmp9r24QL/gold_soln_actives_final_m54_3.mol2'             'CHEMBL228654'
     57.02     -59.24       0.00       0.28       0.00       0.00       2.33       1.59    0.400  '/tmp/tmp9r24QL/gold_soln_actives_final_m55_4.mol2'             'CHEMBL211084'
     46.44     -47.49       0.00       0.00       0.00       0.12       1.58       2.23    0.296  '/tmp/tmp9r24QL/gold_soln_actives_final_m56_4.mol2'             'CHEMBL270638'
     53.56     -52.27       0.00       0.96       0.00       0.40       1.73       2.24    0.296  '/tmp/tmp9r24QL/gold_soln_actives_final_m57_1.mol2'             'CHEMBL270638'
     34.33     -39.27       0.00       0.38       0.00       3.19       4.42       5.93    0.512  '/tmp/tmp9r24QL/gold_soln_actives_final_m58_4.mol2'             'CHEMBL404554'
     76.89     -77.31       0.00       0.57       0.00       0.00       3.71       5.29    0.500  '/tmp/tmp9r24QL/gold_soln_actives_final_m59_4.mol2'             'CHEMBL404554'
     59.11     -72.76       0.00       0.84       0.00      11.31       5.29       5.20    0.472  '/tmp/tmp9r24QL/gold_soln_actives_final_m60_3.mol2'             'CHEMBL508794'
     59.52     -66.58       0.24       0.00       0.00       3.61       3.58       1.85    0.532  '/tmp/tmp9r24QL/gold_soln_actives_final_m61_1.mol2'             'CHEMBL209503'
     47.70     -48.51       0.00       0.00       0.00       0.00       0.41       0.00    0.208  '/tmp/tmp9r24QL/gold_soln_actives_final_m62_3.mol2'             'CHEMBL475401'
     56.54     -54.55       1.00       0.38       0.00       0.00       2.09       2.02    0.500  '/tmp/tmp9r24QL/gold_soln_actives_final_m63_3.mol2'             'CHEMBL203275'
     62.03     -62.14       0.00       1.00       0.00       0.00       2.47       1.82    0.500  '/tmp/tmp9r24QL/gold_soln_actives_final_m64_1.mol2'             'CHEMBL203275'
     54.27     -52.98       0.77       0.00       0.00       0.00       0.54       0.03    0.264  '/tmp/tmp9r24QL/gold_soln_actives_final_m65_1.mol2'             'CHEMBL444165'
     47.97     -47.97       0.00       0.00       0.00       0.00       0.00       0.00    0.172  '/tmp/tmp9r24QL/gold_soln_actives_final_m66_4.mol2'             'CHEMBL475400'
     60.98     -57.86       0.85       1.00       0.00       1.94       2.93       5.37    0.432  '/tmp/tmp9r24QL/gold_soln_actives_final_m67_2.mol2'             'CHEMBL252056'
     50.73     -50.97       0.00       0.00       0.00       0.17       3.06       5.28    0.420  '/tmp/tmp9r24QL/gold_soln_actives_final_m68_1.mol2'             'CHEMBL252056'
     58.37     -53.24       1.98       0.48       0.00       1.39       0.86       0.86    0.412  '/tmp/tmp9r24QL/gold_soln_actives_final_m69_4.mol2'             'CHEMBL206208'
     64.35     -62.25       1.83       0.00       0.00       2.51       2.02       3.15    0.412  '/tmp/tmp9r24QL/gold_soln_actives_final_m70_3.mol2'            'CHEMBL1081437'
     37.67     -38.98       0.98       0.00       0.00       2.88       2.69       3.58    0.444  '/tmp/tmp9r24QL/gold_soln_actives_final_m71_2.mol2'            'CHEMBL1081438'
     59.73     -58.37       0.68       0.87       0.00       2.94       0.90       0.59    0.316  '/tmp/tmp9r24QL/gold_soln_actives_final_m72_1.mol2'             'CHEMBL202937'
     63.83     -51.21       3.60       1.45       0.00       0.00       1.41       0.29    0.324  '/tmp/tmp9r24QL/gold_soln_actives_final_m73_3.mol2'             'CHEMBL202937'
     42.30     -47.38       0.00       0.00       0.00       3.40       3.81       4.83    0.464  '/tmp/tmp9r24QL/gold_soln_actives_final_m74_1.mol2'             'CHEMBL262341'
     -5.63     -14.10       0.18       0.00       0.00      20.49       2.00       4.22    0.456  '/tmp/tmp9r24QL/gold_soln_actives_final_m75_3.mol2'             'CHEMBL262341'
     58.20     -60.53       0.00       0.29       0.00       0.00       3.85       4.50    0.440  '/tmp/tmp9r24QL/gold_soln_actives_final_m76_5.mol2'             'CHEMBL262341'
     39.27     -40.73       0.00       0.00       0.00       0.00       2.96       4.45    0.444  '/tmp/tmp9r24QL/gold_soln_actives_final_m77_4.mol2'             'CHEMBL262341'
     64.24     -64.80       0.03       0.00       0.00       0.27       0.92       1.45    0.416  '/tmp/tmp9r24QL/gold_soln_actives_final_m78_5.mol2'             'CHEMBL575646'
     56.86     -55.35       1.97       0.00       0.00       0.96       2.58       1.38    0.488  '/tmp/tmp9r24QL/gold_soln_actives_final_m79_3.mol2'             'CHEMBL573334'
     72.02     -72.10       2.00       0.05       0.00       3.01       2.25       1.30    0.480  '/tmp/tmp9r24QL/gold_soln_actives_final_m80_5.mol2'             'CHEMBL573334'
     53.43     -54.41       0.00       1.22       0.00       1.35       2.50       1.69    0.496  '/tmp/tmp9r24QL/gold_soln_actives_final_m81_5.mol2'             'CHEMBL573334'
     59.41     -58.20       1.00       0.58       0.00       2.13       1.59       1.78    0.500  '/tmp/tmp9r24QL/gold_soln_actives_final_m82_5.mol2'             'CHEMBL573334'
     60.63     -55.91       2.00       0.72       0.00       0.00       2.19       0.84    0.312  '/tmp/tmp9r24QL/gold_soln_actives_final_m83_4.mol2'             'CHEMBL512672'
     62.61     -60.57       0.63       1.00       0.00       0.76       1.50       0.93    0.320  '/tmp/tmp9r24QL/gold_soln_actives_final_m84_3.mol2'             'CHEMBL512672'
     40.93     -67.39       0.00       0.00       0.00      23.13       2.95       2.58    0.564  '/tmp/tmp9r24QL/gold_soln_actives_final_m85_5.mol2'             'CHEMBL415220'
     54.22     -56.55       0.99       0.00       0.00       4.53       2.13       3.49    0.572  '/tmp/tmp9r24QL/gold_soln_actives_final_m86_4.mol2'             'CHEMBL415220'
     57.50     -52.31       0.80       1.00       0.00       1.15       1.26       3.47    0.324  '/tmp/tmp9r24QL/gold_soln_actives_final_m87_4.mol2'             'CHEMBL255592'
     38.89     -42.91       0.00       0.00       0.00       0.84       3.62       4.05    0.512  '/tmp/tmp9r24QL/gold_soln_actives_final_m88_5.mol2'            'CHEMBL1202518'
     44.22     -54.58       0.00       0.00       0.00       5.90       4.07       3.69    0.508  '/tmp/tmp9r24QL/gold_soln_actives_final_m89_5.mol2'            'CHEMBL1202518'
     67.34     -74.42       0.00       0.00       0.00       5.02       1.62       1.17    0.412  '/tmp/tmp9r24QL/gold_soln_actives_final_m90_3.mol2'             'CHEMBL211186'
     45.87     -46.82       0.00       0.00       0.00       0.73       0.12       0.01    0.276  '/tmp/tmp9r24QL/gold_soln_actives_final_m91_1.mol2'                'CHEMBL162'
     46.49     -47.70       0.00       0.00       0.00       0.00       0.60       0.00    0.256  '/tmp/tmp9r24QL/gold_soln_actives_final_m92_4.mol2'                'CHEMBL162'
     58.29     -60.73       0.00       0.00       0.00       2.76       1.45       3.21    0.400  '/tmp/tmp9r24QL/gold_soln_actives_final_m93_2.mol2'            'CHEMBL1082016'
     47.70     -59.18       0.00       0.53       0.00      12.38       2.11       3.18    0.512  '/tmp/tmp9r24QL/gold_soln_actives_final_m94_1.mol2'            'CHEMBL1096271'
     71.16     -66.72       2.99       0.89       0.00       8.14       0.42       1.34    0.312  '/tmp/tmp9r24QL/gold_soln_actives_final_m95_3.mol2'             'CHEMBL599448'
     77.91     -68.07       4.00       0.00       0.00       0.63       1.48       1.32    0.312  '/tmp/tmp9r24QL/gold_soln_actives_final_m96_4.mol2'             'CHEMBL599448'
     51.18     -54.15       1.34       0.71       0.00       9.90       2.54       5.88    0.436  '/tmp/tmp9r24QL/gold_soln_actives_final_m97_3.mol2'             'CHEMBL252055'
     42.06     -43.69       0.89       0.00       0.00       5.09       2.60       6.00    0.440  '/tmp/tmp9r24QL/gold_soln_actives_final_m98_5.mol2'             'CHEMBL252055'
     45.18     -43.74       0.00       0.94       0.00       0.52       3.34       5.82    0.428  '/tmp/tmp9r24QL/gold_soln_actives_final_m99_4.mol2'             'CHEMBL252055'
     49.00     -50.54       0.00       0.00       0.00       0.00       3.56       5.58    0.432  '/tmp/tmp9r24QL/gold_soln_actives_final_m100_2.mol2'             'CHEMBL252055'
     55.47     -50.63       2.73       0.00       0.00       0.00       2.49       1.30    0.360  '/tmp/tmp9r24QL/gold_soln_actives_final_m101_1.mol2'             'CHEMBL523586'
     25.16     -28.41       0.00       0.00       0.00       1.71       3.47       5.39    0.484  '/tmp/tmp9r24QL/gold_soln_actives_final_m102_1.mol2'             'CHEMBL506077'
     22.21     -24.63       0.32       0.00       0.00       0.00       4.52       5.67    0.476  '/tmp/tmp9r24QL/gold_soln_actives_final_m103_3.mol2'             'CHEMBL506077'
     53.70     -55.64       0.00       0.00       0.00       0.54       3.01       4.33    0.400  '/tmp/tmp9r24QL/gold_soln_actives_final_m104_2.mol2'             'CHEMBL470200'
     54.11     -56.12       0.00       0.00       0.00       0.54       3.04       4.61    0.376  '/tmp/tmp9r24QL/gold_soln_actives_final_m105_5.mol2'             'CHEMBL470200'
     38.70     -47.23       0.00       1.08       0.00      12.98       2.79       6.79    0.544  '/tmp/tmp9r24QL/gold_soln_actives_final_m106_5.mol2'             'CHEMBL448926'
     46.04     -51.15       0.00       0.00       0.00       0.00       5.74       5.74    0.548  '/tmp/tmp9r24QL/gold_soln_actives_final_m107_3.mol2'             'CHEMBL448926'
     57.71     -55.82       2.00       0.00       0.00       1.11       2.51       1.85    0.448  '/tmp/tmp9r24QL/gold_soln_actives_final_m108_2.mol2'             'CHEMBL375485'
     59.65     -60.21       0.00       1.00       0.00       1.37       2.47       2.76    0.380  '/tmp/tmp9r24QL/gold_soln_actives_final_m109_5.mol2'             'CHEMBL226381'
     61.07     -54.48       2.86       0.67       0.00       1.03       2.97       2.96    0.380  '/tmp/tmp9r24QL/gold_soln_actives_final_m110_5.mol2'             'CHEMBL226381'
     67.24     -67.26       0.34       0.00       0.00       2.98       1.85       5.32    0.388  '/tmp/tmp9r24QL/gold_soln_actives_final_m111_3.mol2'             'CHEMBL383527'
     73.03     -77.75       1.07       0.00       0.00       8.81       1.97       4.83    0.404  '/tmp/tmp9r24QL/gold_soln_actives_final_m112_4.mol2'             'CHEMBL383527'
     71.50     -74.39       0.00       0.08       0.00       0.04       2.15       1.21    0.412  '/tmp/tmp9r24QL/gold_soln_actives_final_m113_2.mol2'             'CHEMBL376569'
     58.44     -56.80       1.18       0.00       0.00       1.39       1.36       1.66    0.564  '/tmp/tmp9r24QL/gold_soln_actives_final_m114_3.mol2'             'CHEMBL212566'
     66.95     -68.33       0.00       0.00       0.00       0.14       3.49       5.73    0.464  '/tmp/tmp9r24QL/gold_soln_actives_final_m115_2.mol2'             'CHEMBL574289'
     49.97     -55.15       0.00       0.00       0.00       5.59       2.30       5.02    0.448  '/tmp/tmp9r24QL/gold_soln_actives_final_m116_5.mol2'             'CHEMBL395080'
     56.95     -52.63       1.35       0.89       0.00       0.00       2.16       1.92    0.564  '/tmp/tmp9r24QL/gold_soln_actives_final_m117_5.mol2'             'CHEMBL523859'
     67.64     -64.46       1.82       1.00       0.00       2.88       2.64       2.55    0.332  '/tmp/tmp9r24QL/gold_soln_actives_final_m118_2.mol2'            'CHEMBL1171647'
     63.21     -57.55       2.44       0.00       0.00       0.33       2.40       3.47    0.396  '/tmp/tmp9r24QL/gold_soln_actives_final_m119_5.mol2'            'CHEMBL1079625'
     70.15     -71.34       0.00       0.00       0.00       1.39       0.55       1.11    0.384  '/tmp/tmp9r24QL/gold_soln_actives_final_m120_3.mol2'             'CHEMBL208199'
     67.03     -72.95       0.00       0.00       0.00       4.26       3.46       5.25    0.444  '/tmp/tmp9r24QL/gold_soln_actives_final_m121_2.mol2'             'CHEMBL258844'
     34.35     -28.65       2.25       0.00       0.00       0.01       1.22       1.41    0.520  '/tmp/tmp9r24QL/gold_soln_actives_final_m122_4.mol2'             'CHEMBL595349'
     29.25     -27.17       1.07       0.00       0.00       0.03       1.76       2.41    0.524  '/tmp/tmp9r24QL/gold_soln_actives_final_m123_5.mol2'             'CHEMBL595349'
     85.69     -83.95       2.00       0.00       0.00       1.34       2.07       1.21    0.396  '/tmp/tmp9r24QL/gold_soln_actives_final_m124_4.mol2'             'CHEMBL211018'
     62.56     -61.51       2.00       0.00       0.00       1.53       2.75       2.07    0.472  '/tmp/tmp9r24QL/gold_soln_actives_final_m125_3.mol2'             'CHEMBL575811'
     61.88     -65.41       0.40       0.00       0.00       0.14       3.21       1.84    0.468  '/tmp/tmp9r24QL/gold_soln_actives_final_m126_5.mol2'             'CHEMBL575811'
     64.11     -61.14       1.87       0.00       0.00       0.00       1.87       1.10    0.400  '/tmp/tmp9r24QL/gold_soln_actives_final_m127_3.mol2'             'CHEMBL203329'
     67.13     -64.44       1.00       1.00       0.00       4.05       1.31       3.37    0.396  '/tmp/tmp9r24QL/gold_soln_actives_final_m128_5.mol2'            'CHEMBL1081104'
     60.47     -75.16       0.00       0.00       0.00      11.02       4.66       5.65    0.484  '/tmp/tmp9r24QL/gold_soln_actives_final_m129_1.mol2'             'CHEMBL270847'
     61.86     -64.31       0.05       2.28       0.00       7.67       2.29       1.68    0.452  '/tmp/tmp9r24QL/gold_soln_actives_final_m130_1.mol2'             'CHEMBL205994'
     85.03     -76.54       3.98       0.00       0.00       1.69       1.94       1.96    0.404  '/tmp/tmp9r24QL/gold_soln_actives_final_m131_3.mol2'             'CHEMBL205994'
     60.91     -60.44       0.00       1.00       0.00       0.00       2.14       1.31    0.464  '/tmp/tmp9r24QL/gold_soln_actives_final_m132_2.mol2'             'CHEMBL572884'
     67.58     -72.04       0.00       0.00       0.00       0.00       2.85       1.17    0.456  '/tmp/tmp9r24QL/gold_soln_actives_final_m133_3.mol2'             'CHEMBL572884'
     71.82     -68.82       1.98       0.00       0.00       1.84       1.27       1.14    0.440  '/tmp/tmp9r24QL/gold_soln_actives_final_m134_1.mol2'             'CHEMBL206732'
     59.50     -68.60       1.13       0.00       0.00      11.08       2.20       3.00    0.444  '/tmp/tmp9r24QL/gold_soln_actives_final_m135_3.mol2'             'CHEMBL203434'
     59.39     -61.53       1.73       0.00       0.00       3.59       2.68       1.63    0.532  '/tmp/tmp9r24QL/gold_soln_actives_final_m136_3.mol2'             'CHEMBL381610'
     84.09     -87.04       0.59       0.00       0.00       2.20       2.59       2.67    0.560  '/tmp/tmp9r24QL/gold_soln_actives_final_m137_4.mol2'             'CHEMBL381610'
     64.76     -62.79       0.74       0.99       0.00       4.02       1.14       2.83    0.400  '/tmp/tmp9r24QL/gold_soln_actives_final_m138_1.mol2'            'CHEMBL1081829'
     65.60     -66.73       0.46       0.00       0.00       2.81       1.40       3.10    0.404  '/tmp/tmp9r24QL/gold_soln_actives_final_m139_5.mol2'            'CHEMBL1081660'
     56.80     -58.75       0.00       0.19       0.00       0.00       2.04       1.10    0.424  '/tmp/tmp9r24QL/gold_soln_actives_final_m140_1.mol2'             'CHEMBL207496'
     62.64     -62.91       0.00       0.26       0.00       0.35       1.41       2.11    0.568  '/tmp/tmp9r24QL/gold_soln_actives_final_m141_4.mol2'             'CHEMBL377687'
     63.13     -53.96       2.68       1.00       0.00       2.40       1.34       3.21    0.396  '/tmp/tmp9r24QL/gold_soln_actives_final_m142_5.mol2'            'CHEMBL1081263'
     66.07     -64.33       0.96       1.00       0.00       4.55       1.39       3.20    0.400  '/tmp/tmp9r24QL/gold_soln_actives_final_m143_4.mol2'            'CHEMBL1081425'
     56.43     -50.62       2.21       0.71       0.00       2.04       2.12       3.32    0.424  '/tmp/tmp9r24QL/gold_soln_actives_final_m144_5.mol2'            'CHEMBL1081296'
     54.23     -59.18       1.00       0.98       0.00       8.79       3.31       4.51    0.548  '/tmp/tmp9r24QL/gold_soln_actives_final_m145_5.mol2'             'CHEMBL377603'
     69.24     -64.30       0.00       1.78       0.00       0.98       1.20       2.97    0.540  '/tmp/tmp9r24QL/gold_soln_actives_final_m146_4.mol2'             'CHEMBL377603'
     46.01     -41.00       2.37       1.00       0.00       1.32       2.51       1.22    0.392  '/tmp/tmp9r24QL/gold_soln_actives_final_m147_5.mol2'             'CHEMBL445180'
     78.18     -80.43       0.00       0.00       0.00       0.40       3.83       5.78    0.364  '/tmp/tmp9r24QL/gold_soln_actives_final_m148_1.mol2'             'CHEMBL359864'
     66.85     -75.16       0.00       0.00       0.00       8.27       3.10       5.34    0.424  '/tmp/tmp9r24QL/gold_soln_actives_final_m149_2.mol2'             'CHEMBL180231'
     68.90     -77.07       0.00       0.00       0.00       7.40       3.22       5.42    0.440  '/tmp/tmp9r24QL/gold_soln_actives_final_m150_2.mol2'             'CHEMBL180231'
     45.10     -43.52       0.81       0.00       0.00       0.24       1.19       1.30    0.384  '/tmp/tmp9r24QL/gold_soln_actives_final_m151_2.mol2'             'CHEMBL493251'
     76.93     -64.94       4.00       0.00       0.00       0.00       0.54       1.08    0.324  '/tmp/tmp9r24QL/gold_soln_actives_final_m152_5.mol2'             'CHEMBL597793'
     64.18     -68.55       0.00       0.00       0.00       0.89       2.50       1.52    0.440  '/tmp/tmp9r24QL/gold_soln_actives_final_m153_5.mol2'             'CHEMBL226383'
     56.60     -58.07       0.00       0.53       0.00       1.79       1.77       1.94    0.452  '/tmp/tmp9r24QL/gold_soln_actives_final_m154_2.mol2'             'CHEMBL375486'
     59.94     -63.04       0.37       0.00       0.00       1.01       1.84       0.48    0.352  '/tmp/tmp9r24QL/gold_soln_actives_final_m155_3.mol2'             'CHEMBL207338'
     47.78     -57.92       0.12       0.00       0.00       7.16       4.41       5.47    0.460  '/tmp/tmp9r24QL/gold_soln_actives_final_m156_2.mol2'             'CHEMBL260184'
     49.96     -52.04       0.00       0.00       0.00       0.00       3.85       5.32    0.440  '/tmp/tmp9r24QL/gold_soln_actives_final_m157_2.mol2'             'CHEMBL260184'
     61.35     -63.56       0.00       0.00       0.00       0.00       4.48       4.82    0.436  '/tmp/tmp9r24QL/gold_soln_actives_final_m158_1.mol2'             'CHEMBL407733'
     40.36     -44.14       0.00       0.00       0.00       0.00       4.80       5.50    0.436  '/tmp/tmp9r24QL/gold_soln_actives_final_m159_1.mol2'             'CHEMBL407733'
     62.48     -66.55       0.00       0.00       0.00       1.38       2.07       1.46    0.364  '/tmp/tmp9r24QL/gold_soln_actives_final_m160_4.mol2'             'CHEMBL229320'
     46.22     -43.05       1.37       0.00       0.00       0.00       1.01       0.83    0.380  '/tmp/tmp9r24QL/gold_soln_actives_final_m161_2.mol2'             'CHEMBL494882'
