# File containing a listing of the fitness of the top-ranked
# individual for each ligand docked in GOLD.
#
# Format is:
#
#     Score     S(PLP)   S(hbond)     S(cho)   S(metal)  DE(clash)   DE(tors)    DE(con)     intcor     time                               File name                Ligand name

     71.39     -75.46       1.00       1.45       0.00       1.42       2.60     -10.00       5.21    9.616  '/tmp/tmpss1ERn/gold_soln_actives_final_m19_3.mol2'             'CHEMBL596072'
     59.46     -72.30       0.00       0.00       0.00       0.00       1.57     -10.00       0.30   12.636  '/tmp/tmpss1ERn/gold_soln_actives_final_m20_5.mol2'            'CHEMBL1098938'
     70.67     -74.29       1.00       2.00       0.00       1.43       2.58     -10.00       3.99    9.996  '/tmp/tmpss1ERn/gold_soln_actives_final_m21_4.mol2'             'CHEMBL603197'
     80.25     -84.17       0.00       0.00       0.00       0.23       3.59      -0.00       2.43   11.564  '/tmp/tmpss1ERn/gold_soln_actives_final_m22_2.mol2'            'CHEMBL1095612'
     73.28     -75.75       0.90       0.00       0.00       0.02       4.81      -0.00       4.48    9.980  '/tmp/tmpss1ERn/gold_soln_actives_final_m23_5.mol2'             'CHEMBL596073'
     52.19     -53.33       0.60       0.00       0.00       1.37       3.02      -0.00       4.47    5.308  '/tmp/tmpss1ERn/gold_soln_actives_final_m24_2.mol2'             'CHEMBL253457'
     69.31     -69.96       1.00       0.00       0.00       1.85       1.17      -0.00       0.54    3.672  '/tmp/tmpss1ERn/gold_soln_actives_final_m25_2.mol2'             'CHEMBL470410'
     72.56     -72.20       0.98       0.00       0.00       0.03       1.53      -0.00       0.52    6.228  '/tmp/tmpss1ERn/gold_soln_actives_final_m26_5.mol2'             'CHEMBL470410'
     61.29     -57.39       0.98       1.00       0.00       0.06       3.89      -0.00       4.91   10.252  '/tmp/tmpss1ERn/gold_soln_actives_final_m27_1.mol2'             'CHEMBL252259'
     56.12     -77.23       0.00       0.00       0.00      11.76       2.59     -10.00       5.22    8.812  '/tmp/tmpss1ERn/gold_soln_actives_final_m28_1.mol2'             'CHEMBL252259'
     80.34     -79.93       0.86       0.00       0.00       0.04       1.51      -0.00       0.88    6.724  '/tmp/tmpss1ERn/gold_soln_actives_final_m29_2.mol2'             'CHEMBL210740'
     83.61     -84.14       1.00       0.00       0.00       0.00       2.59      -0.00       1.65   13.332  '/tmp/tmpss1ERn/gold_soln_actives_final_m30_4.mol2'             'CHEMBL211774'
     84.63     -83.65       0.78       0.00       0.00       0.00       1.56      -0.00       1.77   13.556  '/tmp/tmpss1ERn/gold_soln_actives_final_m31_5.mol2'             'CHEMBL211774'
     58.34     -78.51       0.00       0.00       0.00       9.56       2.08     -10.00       3.54   10.944  '/tmp/tmpss1ERn/gold_soln_actives_final_m32_5.mol2'            'CHEMBL1204096'
     56.49     -65.58       2.00       0.00       0.00       0.05       4.48     -10.00       3.91    9.220  '/tmp/tmpss1ERn/gold_soln_actives_final_m33_3.mol2'            'CHEMBL1204096'
     58.62     -67.67       2.00       0.00       0.00       2.48       3.06     -10.00       3.35    9.684  '/tmp/tmpss1ERn/gold_soln_actives_final_m34_3.mol2'            'CHEMBL1204095'
     70.26     -77.26       2.00       0.00       0.00       3.03       1.39     -10.00       2.80    4.772  '/tmp/tmpss1ERn/gold_soln_actives_final_m35_2.mol2'            'CHEMBL1081853'
     72.80     -78.78       2.00       0.00       0.00       0.00       1.61     -10.00       1.22    5.396  '/tmp/tmpss1ERn/gold_soln_actives_final_m36_2.mol2'             'CHEMBL205410'
     70.66     -72.61       0.92       0.45       0.00       3.76       1.81      -0.00       1.33   13.176  '/tmp/tmpss1ERn/gold_soln_actives_final_m37_5.mol2'             'CHEMBL210209'
     75.77     -74.61       0.79       0.00       0.00       0.17       1.67      -0.00       2.03   13.096  '/tmp/tmpss1ERn/gold_soln_actives_final_m38_1.mol2'             'CHEMBL210209'
     74.53     -70.24       0.99       1.91       0.00       0.00       3.52      -0.00       1.97   13.264  '/tmp/tmpss1ERn/gold_soln_actives_final_m39_1.mol2'             'CHEMBL210209'
     76.38     -77.48       0.00       0.00       0.00       1.39       0.97      -0.00       1.66   13.468  '/tmp/tmpss1ERn/gold_soln_actives_final_m40_2.mol2'             'CHEMBL210209'
     71.64     -84.11       0.00       0.00       0.00       0.00       1.73     -10.00       0.99    4.868  '/tmp/tmpss1ERn/gold_soln_actives_final_m41_3.mol2'             'CHEMBL206183'
     66.58     -66.51       0.00       0.74       0.00       0.00       1.45      -0.00       0.75    6.816  '/tmp/tmpss1ERn/gold_soln_actives_final_m42_4.mol2'             'CHEMBL210020'
     70.44     -69.52       1.00       0.00       0.00       0.41       1.28      -0.00       0.73    5.184  '/tmp/tmpss1ERn/gold_soln_actives_final_m43_1.mol2'             'CHEMBL576135'
     46.97     -59.41       0.00       0.00       0.00       2.40       1.73     -10.00       3.43    7.472  '/tmp/tmpss1ERn/gold_soln_actives_final_m44_5.mol2'             'CHEMBL575448'
     51.24     -65.80       0.00       0.00       0.00       2.53       2.71     -10.00       3.31    7.408  '/tmp/tmpss1ERn/gold_soln_actives_final_m45_1.mol2'             'CHEMBL575448'
     45.83     -56.78       0.00       0.00       0.00       0.04       3.13     -10.00       5.35    8.136  '/tmp/tmpss1ERn/gold_soln_actives_final_m46_5.mol2'             'CHEMBL603852'
     45.97     -56.47       0.00       0.00       0.00       0.00       3.06     -10.00       5.40    6.744  '/tmp/tmpss1ERn/gold_soln_actives_final_m47_1.mol2'             'CHEMBL603852'
     44.75     -54.14       0.00       1.00       0.00       0.00       3.29     -10.00       3.96    8.356  '/tmp/tmpss1ERn/gold_soln_actives_final_m48_2.mol2'             'CHEMBL603852'
     38.01     -49.06       0.00       0.00       0.00       0.00       2.55     -10.00       4.05    8.780  '/tmp/tmpss1ERn/gold_soln_actives_final_m49_2.mol2'             'CHEMBL603852'
     49.06     -58.23       0.00       0.70       0.00       0.00       3.47     -10.00       5.66    8.128  '/tmp/tmpss1ERn/gold_soln_actives_final_m50_4.mol2'             'CHEMBL603852'
     46.94     -58.52       0.00       0.00       0.00       0.05       3.45     -10.00       5.37    8.532  '/tmp/tmpss1ERn/gold_soln_actives_final_m51_3.mol2'             'CHEMBL603852'
     35.17     -51.33       0.00       0.00       0.00       2.97       3.79     -10.00       4.25    5.184  '/tmp/tmpss1ERn/gold_soln_actives_final_m52_2.mol2'             'CHEMBL603852'
     32.25     -42.75       0.00       0.00       0.00       0.00       2.31     -10.00       4.05    8.660  '/tmp/tmpss1ERn/gold_soln_actives_final_m53_2.mol2'             'CHEMBL603852'
     49.51     -44.40       1.96       0.07       0.00       2.90       1.54      -0.00       5.00    1.460  '/tmp/tmpss1ERn/gold_soln_actives_final_m54_3.mol2'             'CHEMBL228654'
     75.35     -77.20       0.98       0.00       0.00       2.43       1.72      -0.00       0.76    5.844  '/tmp/tmpss1ERn/gold_soln_actives_final_m55_2.mol2'             'CHEMBL211084'
     43.22     -54.70       0.00       0.00       0.00       0.00       1.86     -10.00       2.23    3.040  '/tmp/tmpss1ERn/gold_soln_actives_final_m56_2.mol2'             'CHEMBL270638'
     43.23     -54.35       0.00       0.00       0.00       0.00       1.67     -10.00       2.23    3.036  '/tmp/tmpss1ERn/gold_soln_actives_final_m57_2.mol2'             'CHEMBL270638'
     55.64     -69.49       0.00       0.00       0.00       0.00       4.55     -10.00       5.11    6.108  '/tmp/tmpss1ERn/gold_soln_actives_final_m58_2.mol2'             'CHEMBL404554'
     67.34     -78.55       0.00       0.16       0.00       0.00       3.36     -10.00       5.03    9.464  '/tmp/tmpss1ERn/gold_soln_actives_final_m59_5.mol2'             'CHEMBL404554'
     70.91     -71.45       1.00       0.00       0.00       4.18       2.44      -0.00       4.88    8.268  '/tmp/tmpss1ERn/gold_soln_actives_final_m60_1.mol2'             'CHEMBL508794'
     66.76     -78.75       0.00       0.00       0.00       5.77       4.01      -0.00       1.55   10.000  '/tmp/tmpss1ERn/gold_soln_actives_final_m61_3.mol2'             'CHEMBL209503'
     36.75     -46.79       0.00       0.00       0.00       0.00       0.02     -10.00       0.00    1.400  '/tmp/tmpss1ERn/gold_soln_actives_final_m62_2.mol2'             'CHEMBL475401'
     72.01     -66.99       2.64       0.00       0.00       0.10       2.01      -0.00       1.22   12.404  '/tmp/tmpss1ERn/gold_soln_actives_final_m63_4.mol2'             'CHEMBL203275'
     80.00     -81.86       0.83       1.15       0.00       4.57       2.23      -0.00       1.23   12.024  '/tmp/tmpss1ERn/gold_soln_actives_final_m64_3.mol2'             'CHEMBL203275'
     44.15     -54.62       0.00       0.00       0.00       0.00       0.27     -10.00       0.03    2.784  '/tmp/tmpss1ERn/gold_soln_actives_final_m65_1.mol2'             'CHEMBL444165'
     37.26     -47.26       0.00       0.00       0.00       0.00       0.00     -10.00       0.00    0.460  '/tmp/tmpss1ERn/gold_soln_actives_final_m66_3.mol2'             'CHEMBL475400'
     53.43     -75.41       0.00       0.00       0.00      11.72       2.77     -10.00       4.88    5.428  '/tmp/tmpss1ERn/gold_soln_actives_final_m67_1.mol2'             'CHEMBL252056'
     61.46     -71.98       0.00       0.00       0.00       0.05       2.69     -10.00       4.91    8.908  '/tmp/tmpss1ERn/gold_soln_actives_final_m68_5.mol2'             'CHEMBL252056'
     73.08     -79.27       1.95       0.00       0.00       0.00       1.43     -10.00       0.82    8.448  '/tmp/tmpss1ERn/gold_soln_actives_final_m69_5.mol2'             'CHEMBL206208'
     74.05     -67.71       3.59       0.00       0.00       0.33       3.55      -0.00       2.81   10.272  '/tmp/tmpss1ERn/gold_soln_actives_final_m70_1.mol2'            'CHEMBL1081437'
     82.36     -82.31       0.80       0.00       0.00       3.80       0.80      -0.00       3.06    8.516  '/tmp/tmpss1ERn/gold_soln_actives_final_m71_4.mol2'            'CHEMBL1081438'
     61.29     -63.80       1.00       1.65       0.00       0.00       0.30     -10.00       0.14    5.900  '/tmp/tmpss1ERn/gold_soln_actives_final_m72_4.mol2'             'CHEMBL202937'
     68.33     -75.70       2.00       0.00       0.00       0.06       1.66     -10.00       0.02    6.092  '/tmp/tmpss1ERn/gold_soln_actives_final_m73_4.mol2'             'CHEMBL202937'
     52.46     -69.29       0.00       0.00       0.00       4.66       2.97     -10.00       3.76    8.400  '/tmp/tmpss1ERn/gold_soln_actives_final_m74_4.mol2'             'CHEMBL262341'
     59.94     -70.58       0.00       0.00       0.00       0.00       2.07     -10.00       3.50    8.736  '/tmp/tmpss1ERn/gold_soln_actives_final_m75_5.mol2'             'CHEMBL262341'
     35.26     -44.81       0.00       1.00       0.00       0.37       3.10     -10.00       3.98    7.524  '/tmp/tmpss1ERn/gold_soln_actives_final_m76_3.mol2'             'CHEMBL262341'
     48.73     -65.61       0.00       0.00       0.00       4.39       3.20     -10.00       3.57    8.548  '/tmp/tmpss1ERn/gold_soln_actives_final_m77_3.mol2'             'CHEMBL262341'
     73.99     -83.36       0.99       0.00       0.00       0.00       1.78     -10.00       1.22    9.964  '/tmp/tmpss1ERn/gold_soln_actives_final_m78_4.mol2'             'CHEMBL575646'
     75.91     -78.31       0.39       0.23       0.00       3.01       1.19      -0.00       1.09   10.140  '/tmp/tmpss1ERn/gold_soln_actives_final_m79_2.mol2'             'CHEMBL573334'
     73.50     -75.33       0.00       0.00       0.00       0.56       1.39      -0.00       1.27   10.976  '/tmp/tmpss1ERn/gold_soln_actives_final_m80_2.mol2'             'CHEMBL573334'
     78.21     -86.02       2.00       0.00       0.00       1.39       1.79     -10.00       1.09    9.900  '/tmp/tmpss1ERn/gold_soln_actives_final_m81_3.mol2'             'CHEMBL573334'
     77.56     -78.79       0.98       1.25       0.00       4.39       2.56      -0.00       1.57   10.400  '/tmp/tmpss1ERn/gold_soln_actives_final_m82_3.mol2'             'CHEMBL573334'
     74.83     -70.17       1.00       1.00       0.00       0.00       0.98      -0.00       0.61    3.628  '/tmp/tmpss1ERn/gold_soln_actives_final_m83_1.mol2'             'CHEMBL512672'
     70.26     -69.60       0.98       0.72       0.00       1.64       1.66      -0.00       0.48    3.700  '/tmp/tmpss1ERn/gold_soln_actives_final_m84_1.mol2'             'CHEMBL512672'
     80.49     -80.42       1.00       0.07       0.00       0.63       2.33      -0.00       2.03   14.752  '/tmp/tmpss1ERn/gold_soln_actives_final_m85_2.mol2'             'CHEMBL415220'
     77.83     -78.01       0.98       0.00       0.00       1.61       2.15      -0.00       2.66   14.424  '/tmp/tmpss1ERn/gold_soln_actives_final_m86_2.mol2'             'CHEMBL415220'
     46.50     -56.53       0.00       0.00       0.00       1.13       1.18     -10.00       3.45    4.672  '/tmp/tmpss1ERn/gold_soln_actives_final_m87_4.mol2'             'CHEMBL255592'
     39.01     -51.03       0.00       0.00       0.00       0.00       2.58     -10.00       3.14   10.644  '/tmp/tmpss1ERn/gold_soln_actives_final_m88_2.mol2'            'CHEMBL1202518'
     52.08     -65.72       0.80       0.00       0.00       2.64       3.40     -10.00       3.31   11.104  '/tmp/tmpss1ERn/gold_soln_actives_final_m89_2.mol2'            'CHEMBL1202518'
     75.66     -76.16       1.00       0.00       0.00       0.41       1.98      -0.00       0.88   10.472  '/tmp/tmpss1ERn/gold_soln_actives_final_m90_2.mol2'             'CHEMBL211186'
     36.72     -46.85       0.00       0.00       0.00       0.00       0.06     -10.00       0.00    2.528  '/tmp/tmpss1ERn/gold_soln_actives_final_m91_5.mol2'                'CHEMBL162'
     38.24     -48.41       0.00       0.00       0.00       0.00       0.09     -10.00       0.00    2.536  '/tmp/tmpss1ERn/gold_soln_actives_final_m92_4.mol2'                'CHEMBL162'
     68.02     -66.62       1.67       0.00       0.00       2.96       1.72      -0.00       2.77    7.412  '/tmp/tmpss1ERn/gold_soln_actives_final_m93_3.mol2'            'CHEMBL1082016'
     76.57     -73.21       2.63       0.00       0.00       0.76       3.47      -0.00       3.17    6.376  '/tmp/tmpss1ERn/gold_soln_actives_final_m94_3.mol2'            'CHEMBL1096271'
     74.06     -67.21       1.70       0.73       0.00       0.00       0.91      -0.00       1.36    5.620  '/tmp/tmpss1ERn/gold_soln_actives_final_m95_3.mol2'             'CHEMBL599448'
     75.94     -68.02       2.97       0.00       0.00       0.00       1.18      -0.00       1.39    4.440  '/tmp/tmpss1ERn/gold_soln_actives_final_m96_4.mol2'             'CHEMBL599448'
     58.24     -53.90       1.00       1.00       0.00       0.05       3.13      -0.00       4.65    8.996  '/tmp/tmpss1ERn/gold_soln_actives_final_m97_3.mol2'             'CHEMBL252055'
     61.53     -57.31       0.86       0.95       0.00       0.00       2.99      -0.00       4.75    9.044  '/tmp/tmpss1ERn/gold_soln_actives_final_m98_5.mol2'             'CHEMBL252055'
     63.87     -61.03       1.00       0.00       0.00       0.00       2.76      -0.00       4.90    7.564  '/tmp/tmpss1ERn/gold_soln_actives_final_m99_1.mol2'             'CHEMBL252055'
     63.37     -65.55       1.00       0.00       0.00       6.32       2.03      -0.00       4.85    9.356  '/tmp/tmpss1ERn/gold_soln_actives_final_m100_2.mol2'             'CHEMBL252055'
     75.43     -74.11       1.00       0.00       0.00       0.18       1.10      -0.00       0.66    7.128  '/tmp/tmpss1ERn/gold_soln_actives_final_m101_3.mol2'             'CHEMBL523586'
     61.96     -65.16       0.22       0.00       0.00       4.44       2.40      -0.00       4.32    6.840  '/tmp/tmpss1ERn/gold_soln_actives_final_m102_1.mol2'             'CHEMBL506077'
     60.99     -66.80       0.00       0.00       0.00       4.83       2.91      -0.00       4.58    7.916  '/tmp/tmpss1ERn/gold_soln_actives_final_m103_4.mol2'             'CHEMBL506077'
     64.05     -69.20       0.00       0.00       0.00       2.01       3.07      -0.00       3.00    7.944  '/tmp/tmpss1ERn/gold_soln_actives_final_m104_3.mol2'             'CHEMBL470200'
     57.98     -72.37       0.00       0.00       0.00       1.97       2.67     -10.00       2.92    7.820  '/tmp/tmpss1ERn/gold_soln_actives_final_m105_1.mol2'             'CHEMBL470200'
     44.38     -61.12       0.00       0.00       0.00       0.00       5.79     -10.00       4.84   10.316  '/tmp/tmpss1ERn/gold_soln_actives_final_m106_1.mol2'             'CHEMBL448926'
     53.48     -65.65       0.00       0.00       0.00       0.00       3.64     -10.00       5.12   10.076  '/tmp/tmpss1ERn/gold_soln_actives_final_m107_4.mol2'             'CHEMBL448926'
     71.69     -71.59       0.82       0.00       0.00       0.00       1.67      -0.00       0.99    9.192  '/tmp/tmpss1ERn/gold_soln_actives_final_m108_2.mol2'             'CHEMBL375485'
     65.35     -64.59       0.98       0.00       0.00       0.63       1.99      -0.00       2.44    8.128  '/tmp/tmpss1ERn/gold_soln_actives_final_m109_5.mol2'             'CHEMBL226381'
     71.54     -68.57       1.00       0.86       0.00       0.01       2.58      -0.00       2.58    9.488  '/tmp/tmpss1ERn/gold_soln_actives_final_m110_3.mol2'             'CHEMBL226381'
     75.25     -77.36       3.00       0.00       0.00       2.93       1.45     -10.00       4.31    8.060  '/tmp/tmpss1ERn/gold_soln_actives_final_m111_2.mol2'             'CHEMBL383527'
     73.83     -82.07       1.00       0.00       0.00       3.14       1.05     -10.00       4.00    7.628  '/tmp/tmpss1ERn/gold_soln_actives_final_m112_2.mol2'             'CHEMBL383527'
     69.96     -68.97       1.00       0.00       0.00       0.31       1.43      -0.00       0.79    6.684  '/tmp/tmpss1ERn/gold_soln_actives_final_m113_1.mol2'             'CHEMBL376569'
     74.00     -76.69       0.08       0.00       0.00       0.00       2.00      -0.00       1.07   10.264  '/tmp/tmpss1ERn/gold_soln_actives_final_m114_2.mol2'             'CHEMBL212566'
     51.90     -70.15       0.00       0.00       0.00       5.95       3.63     -10.00       4.96    5.264  '/tmp/tmpss1ERn/gold_soln_actives_final_m115_3.mol2'             'CHEMBL574289'
     66.15     -71.14       0.00       0.00       0.00       4.87       2.72      -0.00       5.33    9.088  '/tmp/tmpss1ERn/gold_soln_actives_final_m116_5.mol2'             'CHEMBL395080'
     62.40     -70.05       1.87       0.00       0.00       0.46       2.25     -10.00       1.70   14.024  '/tmp/tmpss1ERn/gold_soln_actives_final_m117_5.mol2'             'CHEMBL523859'
     71.01     -64.26       2.60       0.00       0.00       0.00       1.63      -0.00       2.22    7.052  '/tmp/tmpss1ERn/gold_soln_actives_final_m118_1.mol2'            'CHEMBL1171647'
     64.75     -70.96       2.20       0.00       0.00       2.89       1.35     -10.00       2.78    8.316  '/tmp/tmpss1ERn/gold_soln_actives_final_m119_2.mol2'            'CHEMBL1079625'
     74.00     -70.37       1.98       0.00       0.00       0.07       1.62      -0.00       0.99    7.784  '/tmp/tmpss1ERn/gold_soln_actives_final_m120_4.mol2'             'CHEMBL208199'
     71.11     -73.12       0.00       0.00       0.00       0.69       3.06      -0.00       4.56    6.840  '/tmp/tmpss1ERn/gold_soln_actives_final_m121_3.mol2'             'CHEMBL258844'
     21.14     -25.33       2.00       0.00       0.00       0.00       0.68     -10.00       0.71   10.928  '/tmp/tmpss1ERn/gold_soln_actives_final_m122_1.mol2'             'CHEMBL595349'
     23.45     -27.61       2.00       0.00       0.00       0.00       0.41     -10.00       0.67   10.920  '/tmp/tmpss1ERn/gold_soln_actives_final_m123_3.mol2'             'CHEMBL595349'
     83.74     -92.07       2.00       0.00       0.00       1.22       1.95     -10.00       0.80    4.504  '/tmp/tmpss1ERn/gold_soln_actives_final_m124_3.mol2'             'CHEMBL211018'
     76.41     -76.92       0.00       0.77       0.00       0.00       2.10      -0.00       1.37   10.840  '/tmp/tmpss1ERn/gold_soln_actives_final_m125_5.mol2'             'CHEMBL575811'
     77.01     -77.54       0.24       0.57       0.00       1.20       1.88      -0.00       1.32    6.600  '/tmp/tmpss1ERn/gold_soln_actives_final_m126_1.mol2'             'CHEMBL575811'
     74.70     -75.54       0.00       0.49       0.00       0.00       1.37      -0.00       0.43    5.212  '/tmp/tmpss1ERn/gold_soln_actives_final_m127_3.mol2'             'CHEMBL203329'
     72.02     -84.03       0.00       0.79       0.00       1.89       2.73     -10.00       2.94    8.560  '/tmp/tmpss1ERn/gold_soln_actives_final_m128_2.mol2'            'CHEMBL1081104'
     68.96     -72.30       0.00       0.00       0.00       0.00       4.40      -0.00       5.46    5.508  '/tmp/tmpss1ERn/gold_soln_actives_final_m129_2.mol2'             'CHEMBL270847'
     78.83     -78.59       0.96       0.00       0.00       0.02       2.09      -0.00       1.55    9.344  '/tmp/tmpss1ERn/gold_soln_actives_final_m130_4.mol2'             'CHEMBL205994'
     80.36     -73.82       3.00       0.00       0.00       0.00       2.04      -0.00       1.62    9.416  '/tmp/tmpss1ERn/gold_soln_actives_final_m131_3.mol2'             'CHEMBL205994'
     79.16     -79.61       0.77       0.00       0.00       0.33       1.67      -0.00       0.90    9.968  '/tmp/tmpss1ERn/gold_soln_actives_final_m132_5.mol2'             'CHEMBL572884'
     75.69     -83.54       2.00       0.00       0.00       0.00       2.61     -10.00       1.20    9.900  '/tmp/tmpss1ERn/gold_soln_actives_final_m133_1.mol2'             'CHEMBL572884'
     77.20     -76.62       0.96       0.00       0.00       0.00       1.40      -0.00       0.47    9.064  '/tmp/tmpss1ERn/gold_soln_actives_final_m134_1.mol2'             'CHEMBL206732'
     60.72     -70.49       1.04       0.00       0.00       0.99       2.69     -10.00       1.58    9.912  '/tmp/tmpss1ERn/gold_soln_actives_final_m135_1.mol2'             'CHEMBL203434'
     71.77     -70.34       2.02       0.00       0.00       2.10       2.28      -0.00       1.60   15.164  '/tmp/tmpss1ERn/gold_soln_actives_final_m136_1.mol2'             'CHEMBL381610'
     84.08     -96.93       0.65       0.00       0.00       1.10       2.67     -10.00       1.64   14.588  '/tmp/tmpss1ERn/gold_soln_actives_final_m137_5.mol2'             'CHEMBL381610'
     74.62     -66.70       3.98       0.00       0.00       0.32       3.24      -0.00       2.79    8.796  '/tmp/tmpss1ERn/gold_soln_actives_final_m138_5.mol2'            'CHEMBL1081829'
     69.31     -62.42       2.98       0.00       0.00       3.85       0.49      -0.00       2.76    8.564  '/tmp/tmpss1ERn/gold_soln_actives_final_m139_3.mol2'            'CHEMBL1081660'
     67.12     -76.67       1.00       0.00       0.00       0.48       1.47     -10.00       0.87    8.316  '/tmp/tmpss1ERn/gold_soln_actives_final_m140_5.mol2'             'CHEMBL207496'
     71.51     -75.05       0.00       0.00       0.00       1.36       2.01      -0.00       1.84   10.900  '/tmp/tmpss1ERn/gold_soln_actives_final_m141_3.mol2'             'CHEMBL377687'
     67.77     -74.36       2.14       0.00       0.00       2.93       1.40     -10.00       2.72    8.180  '/tmp/tmpss1ERn/gold_soln_actives_final_m142_1.mol2'            'CHEMBL1081263'
     70.25     -78.73       0.00       0.99       0.00       2.96       0.69     -10.00       2.88    8.040  '/tmp/tmpss1ERn/gold_soln_actives_final_m143_5.mol2'            'CHEMBL1081425'
     64.90     -73.40       2.00       0.00       0.00       1.66       2.91     -10.00       2.97    8.288  '/tmp/tmpss1ERn/gold_soln_actives_final_m144_3.mol2'            'CHEMBL1081296'
     77.15     -79.72       0.86       0.00       0.00       0.03       3.88      -0.00       1.99   13.476  '/tmp/tmpss1ERn/gold_soln_actives_final_m145_1.mol2'             'CHEMBL377603'
     77.72     -81.82       0.00       0.05       0.00       0.00       3.71      -0.00       2.33   13.608  '/tmp/tmpss1ERn/gold_soln_actives_final_m146_1.mol2'             'CHEMBL377603'
     49.81     -42.43       2.85       0.00       0.00       0.03       0.96      -0.00       0.77    7.532  '/tmp/tmpss1ERn/gold_soln_actives_final_m147_4.mol2'             'CHEMBL445180'
     81.20     -83.37       0.00       0.00       0.00       1.15       3.23      -0.00       5.24    4.624  '/tmp/tmpss1ERn/gold_soln_actives_final_m148_1.mol2'             'CHEMBL359864'
     66.76     -76.04       0.00       0.00       0.00       8.13       2.73      -0.00       4.30    7.352  '/tmp/tmpss1ERn/gold_soln_actives_final_m149_5.mol2'             'CHEMBL180231'
     72.21     -70.50       0.99       0.00       0.00       0.00       3.22      -0.00       4.81    7.316  '/tmp/tmpss1ERn/gold_soln_actives_final_m150_1.mol2'             'CHEMBL180231'
     50.27     -48.37       1.00       0.00       0.00       0.00       1.01      -0.00       0.92    5.640  '/tmp/tmpss1ERn/gold_soln_actives_final_m151_2.mol2'             'CHEMBL493251'
     81.90     -71.03       3.00       0.97       0.00       0.00       0.99      -0.00       0.92    5.320  '/tmp/tmpss1ERn/gold_soln_actives_final_m152_1.mol2'             'CHEMBL597793'
