# File containing a listing of the fitness of the top-ranked
# individual for each ligand docked in GOLD.
#
# Format is:
#
#     Score     S(PLP)   S(hbond)     S(cho)   S(metal)  DE(clash)   DE(tors)    DE(con)     intcor     time                               File name                Ligand name

     81.71     -80.65       0.97       0.00       0.00       1.04       1.17      -0.00       1.53   12.936  '/tmp/tmpxrWXTy/gold_soln_actives_final_m30_5.mol2'             'CHEMBL211774'
     84.85     -85.08       0.77       0.00       0.00       0.11       2.45      -0.00       1.53   12.952  '/tmp/tmpxrWXTy/gold_soln_actives_final_m31_3.mol2'             'CHEMBL211774'
     64.81     -80.91       0.38       0.00       0.00      13.87       3.63      -0.00       3.87   11.432  '/tmp/tmpxrWXTy/gold_soln_actives_final_m32_3.mol2'            'CHEMBL1204096'
     45.81     -41.71       1.58       0.00       0.00       0.00       2.17      -0.00       3.69   11.184  '/tmp/tmpxrWXTy/gold_soln_actives_final_m33_2.mol2'            'CHEMBL1204096'
     48.85     -48.90       0.27       0.00       0.00       0.19       2.34      -0.00       3.47    7.876  '/tmp/tmpxrWXTy/gold_soln_actives_final_m34_1.mol2'            'CHEMBL1204095'
     54.61     -57.40       0.06       0.00       0.00       4.17       0.83      -0.00       2.85    4.900  '/tmp/tmpxrWXTy/gold_soln_actives_final_m35_1.mol2'            'CHEMBL1081853'
     67.08     -64.71       1.74       0.00       0.00       0.00       1.85      -0.00       0.86   10.040  '/tmp/tmpxrWXTy/gold_soln_actives_final_m36_2.mol2'             'CHEMBL205410'
     71.11     -75.60       0.00       0.00       0.00       1.32       2.31      -0.00       1.31   13.336  '/tmp/tmpxrWXTy/gold_soln_actives_final_m37_2.mol2'             'CHEMBL210209'
     77.95     -78.01       1.00       0.00       0.00       0.00       2.28      -0.00       1.51   12.792  '/tmp/tmpxrWXTy/gold_soln_actives_final_m38_3.mol2'             'CHEMBL210209'
     84.05     -84.68       1.00       0.00       0.00       1.37       2.66      -0.00       1.58   13.192  '/tmp/tmpxrWXTy/gold_soln_actives_final_m39_1.mol2'             'CHEMBL210209'
     85.21     -82.31       0.75       0.64       0.00       0.11       1.31      -0.00       1.46   12.768  '/tmp/tmpxrWXTy/gold_soln_actives_final_m40_4.mol2'             'CHEMBL210209'
     54.44     -48.83       1.00       1.46       0.00       0.19       1.35      -0.00       1.11    8.732  '/tmp/tmpxrWXTy/gold_soln_actives_final_m41_2.mol2'             'CHEMBL206183'
     64.55     -60.05       2.24       0.00       0.00       0.00       1.66      -0.00       0.85    4.616  '/tmp/tmpxrWXTy/gold_soln_actives_final_m42_1.mol2'             'CHEMBL210020'
     70.11     -68.98       0.99       0.00       0.00       0.00       1.39      -0.00       0.85    6.988  '/tmp/tmpxrWXTy/gold_soln_actives_final_m43_1.mol2'             'CHEMBL576135'
     33.81     -47.23       0.00       0.00       0.00      13.86       1.55      -0.00       3.53    4.292  '/tmp/tmpxrWXTy/gold_soln_actives_final_m44_2.mol2'             'CHEMBL575448'
     16.43     -26.19       0.46       0.00       0.00      10.07       2.51      -0.00       3.94    4.920  '/tmp/tmpxrWXTy/gold_soln_actives_final_m45_3.mol2'             'CHEMBL575448'
    -42.00     -58.93       0.00       0.00       0.00       0.00       3.23    -100.00       5.54    8.132  '/tmp/tmpxrWXTy/gold_soln_actives_final_m46_5.mol2'             'CHEMBL603852'
     18.76     -19.90       0.00       0.00       0.00       0.07       3.27      -0.00       5.42    8.776  '/tmp/tmpxrWXTy/gold_soln_actives_final_m47_4.mol2'             'CHEMBL603852'
    -43.34     -56.83       0.00       0.98       0.00       0.00       3.66    -100.00       4.06    8.332  '/tmp/tmpxrWXTy/gold_soln_actives_final_m48_2.mol2'             'CHEMBL603852'
     24.71     -37.97       0.00       0.60       0.00      12.58       3.41      -0.00       4.06    8.860  '/tmp/tmpxrWXTy/gold_soln_actives_final_m49_1.mol2'             'CHEMBL603852'
    -55.63     -45.73       0.00       0.00       0.00       0.04       3.43    -100.00       5.55    4.912  '/tmp/tmpxrWXTy/gold_soln_actives_final_m50_3.mol2'             'CHEMBL603852'
     16.47     -19.80       0.00       0.00       0.00       1.06       3.85      -0.00       5.21    8.484  '/tmp/tmpxrWXTy/gold_soln_actives_final_m51_3.mol2'             'CHEMBL603852'
    -52.38     -53.21       0.00       0.00       0.00       2.97       3.44    -100.00       4.26    8.480  '/tmp/tmpxrWXTy/gold_soln_actives_final_m52_3.mol2'             'CHEMBL603852'
     20.94     -35.93       0.00       0.00       0.00      11.49       3.79      -0.00       3.99    8.676  '/tmp/tmpxrWXTy/gold_soln_actives_final_m53_4.mol2'             'CHEMBL603852'
     50.26     -45.24       1.70       0.00       0.00       2.93       1.20      -0.00       5.24    1.360  '/tmp/tmpxrWXTy/gold_soln_actives_final_m54_3.mol2'             'CHEMBL228654'
     73.56     -70.79       0.99       0.00       0.00       0.00       0.55      -0.00       0.89    6.028  '/tmp/tmpxrWXTy/gold_soln_actives_final_m55_2.mol2'             'CHEMBL211084'
    -46.48     -54.54       0.00       0.00       0.00       0.09       1.58    -100.00       2.23    3.152  '/tmp/tmpxrWXTy/gold_soln_actives_final_m56_1.mol2'             'CHEMBL270638'
    -46.69     -54.52       0.00       0.00       0.00       0.00       1.72    -100.00       2.23    3.116  '/tmp/tmpxrWXTy/gold_soln_actives_final_m57_1.mol2'             'CHEMBL270638'
     20.58     -22.80       0.00       0.13       0.00       0.50       3.49      -0.00       4.87    5.884  '/tmp/tmpxrWXTy/gold_soln_actives_final_m58_2.mol2'             'CHEMBL404554'
    -14.99     -82.70       0.00       1.12       0.00       1.06       2.57    -100.00       5.15    7.820  '/tmp/tmpxrWXTy/gold_soln_actives_final_m59_2.mol2'             'CHEMBL404554'
     74.00     -82.98       1.00       0.00       0.00      11.06       3.03      -0.00       5.13    5.176  '/tmp/tmpxrWXTy/gold_soln_actives_final_m60_3.mol2'             'CHEMBL508794'
     69.74     -71.77       0.05       0.00       0.00       0.51       1.60      -0.00       1.53   10.264  '/tmp/tmpxrWXTy/gold_soln_actives_final_m61_5.mol2'             'CHEMBL209503'
    -57.16     -44.19       0.00       0.00       0.00       0.00       0.68    -100.00       0.00    0.844  '/tmp/tmpxrWXTy/gold_soln_actives_final_m62_2.mol2'             'CHEMBL475401'
     73.71     -67.36       3.00       0.62       0.00       0.03       2.74      -0.00       1.02   11.912  '/tmp/tmpxrWXTy/gold_soln_actives_final_m63_3.mol2'             'CHEMBL203275'
     74.66     -75.76       1.00       1.11       0.00       5.78       1.65      -0.00       1.63   11.760  '/tmp/tmpxrWXTy/gold_soln_actives_final_m64_1.mol2'             'CHEMBL203275'
     50.70     -50.87       0.00       0.00       0.00       0.00       0.10      -0.00       0.02    4.820  '/tmp/tmpxrWXTy/gold_soln_actives_final_m65_2.mol2'             'CHEMBL444165'
    -52.81     -47.19       0.00       0.00       0.00       0.00       0.00    -100.00       0.00    0.404  '/tmp/tmpxrWXTy/gold_soln_actives_final_m66_2.mol2'             'CHEMBL475400'
     48.14     -57.69       0.00       0.00       0.00       9.89       2.49      -0.00       5.31    5.800  '/tmp/tmpxrWXTy/gold_soln_actives_final_m67_1.mol2'             'CHEMBL252056'
     56.60     -60.88       0.00       0.00       0.00       3.30       3.17      -0.00       5.36    7.552  '/tmp/tmpxrWXTy/gold_soln_actives_final_m68_4.mol2'             'CHEMBL252056'
     73.43     -73.07       0.90       1.21       0.00       3.68       1.58      -0.00       0.76    8.468  '/tmp/tmpxrWXTy/gold_soln_actives_final_m69_2.mol2'             'CHEMBL206208'
     72.60     -66.28       3.58       0.00       0.00       0.35       3.62      -0.00       3.19   10.084  '/tmp/tmpxrWXTy/gold_soln_actives_final_m70_2.mol2'            'CHEMBL1081437'
     83.27     -78.85       2.90       0.00       0.00       1.41       3.13      -0.00       2.93   11.088  '/tmp/tmpxrWXTy/gold_soln_actives_final_m71_2.mol2'            'CHEMBL1081438'
     34.19     -47.76       1.00       0.00       0.00      13.90       1.62      -0.00       0.45    3.676  '/tmp/tmpxrWXTy/gold_soln_actives_final_m72_1.mol2'             'CHEMBL202937'
     28.37     -28.76       1.00       0.00       0.00       1.76       0.96      -0.00       0.28    4.120  '/tmp/tmpxrWXTy/gold_soln_actives_final_m73_2.mol2'             'CHEMBL202937'
     26.84     -30.78       0.00       0.00       0.00       2.84       2.38      -0.00       3.28    5.220  '/tmp/tmpxrWXTy/gold_soln_actives_final_m74_1.mol2'             'CHEMBL262341'
     10.79     -15.91       0.00       0.00       0.00       3.70       2.56      -0.00       3.71    7.924  '/tmp/tmpxrWXTy/gold_soln_actives_final_m75_5.mol2'             'CHEMBL262341'
     32.58     -36.60       0.00       0.00       0.00       0.00       3.73      -0.00       3.43    5.460  '/tmp/tmpxrWXTy/gold_soln_actives_final_m76_1.mol2'             'CHEMBL262341'
     -7.62       3.39       0.00       0.00       0.00       0.76       3.42      -0.00       3.38    7.164  '/tmp/tmpxrWXTy/gold_soln_actives_final_m77_4.mol2'             'CHEMBL262341'
     70.87     -70.28       1.00       0.00       0.00       0.00       1.94      -0.00       1.05   10.028  '/tmp/tmpxrWXTy/gold_soln_actives_final_m78_2.mol2'             'CHEMBL575646'
     81.07     -80.75       0.91       0.00       0.00       1.00       1.21      -0.00       1.00   10.204  '/tmp/tmpxrWXTy/gold_soln_actives_final_m79_5.mol2'             'CHEMBL573334'
     70.97     -73.15       0.00       0.00       0.00       0.00       1.78      -0.00       1.05    9.768  '/tmp/tmpxrWXTy/gold_soln_actives_final_m80_2.mol2'             'CHEMBL573334'
     80.33     -76.61       0.93       1.00       0.00       0.97       1.41      -0.00       1.60   10.372  '/tmp/tmpxrWXTy/gold_soln_actives_final_m81_2.mol2'             'CHEMBL573334'
     72.83     -75.66       0.00       0.00       0.00       0.00       1.97      -0.00       1.11   10.148  '/tmp/tmpxrWXTy/gold_soln_actives_final_m82_5.mol2'             'CHEMBL573334'
     72.49     -68.91       1.00       0.99       0.00       0.00       1.48      -0.00       0.56    3.848  '/tmp/tmpxrWXTy/gold_soln_actives_final_m83_2.mol2'             'CHEMBL512672'
     69.19     -69.01       1.00       0.99       0.00       4.15       1.05      -0.00       0.46    3.764  '/tmp/tmpxrWXTy/gold_soln_actives_final_m84_2.mol2'             'CHEMBL512672'
     82.32     -85.30       0.89       0.00       0.00       0.95       3.45      -0.00       2.19   14.268  '/tmp/tmpxrWXTy/gold_soln_actives_final_m85_2.mol2'             'CHEMBL415220'
     82.81     -84.17       0.97       0.00       0.00       0.81       3.21      -0.00       2.98   14.204  '/tmp/tmpxrWXTy/gold_soln_actives_final_m86_3.mol2'             'CHEMBL415220'
    -43.03     -57.00       0.00       0.00       0.00       1.14       1.17    -100.00       3.46    2.740  '/tmp/tmpxrWXTy/gold_soln_actives_final_m87_3.mol2'             'CHEMBL255592'
     38.87     -40.56       0.00       0.00       0.00       0.22       2.31      -0.00       3.15   10.880  '/tmp/tmpxrWXTy/gold_soln_actives_final_m88_5.mol2'            'CHEMBL1202518'
     40.29     -40.26       1.00       0.00       0.00       0.04       3.08      -0.00       3.23    6.704  '/tmp/tmpxrWXTy/gold_soln_actives_final_m89_1.mol2'            'CHEMBL1202518'
     76.10     -74.66       1.00       0.00       0.00       0.28       1.09      -0.00       0.90    6.884  '/tmp/tmpxrWXTy/gold_soln_actives_final_m90_1.mol2'             'CHEMBL211186'
    -35.49      35.10       0.15       0.00       0.00       0.10       0.37      -0.00       0.00    2.492  '/tmp/tmpxrWXTy/gold_soln_actives_final_m91_1.mol2'                'CHEMBL162'
    -36.14      35.98       0.26       0.00       0.00       0.00       0.47      -0.00       0.00    2.516  '/tmp/tmpxrWXTy/gold_soln_actives_final_m92_2.mol2'                'CHEMBL162'
     67.61     -66.48       1.46       0.00       0.00       2.96       1.74      -0.00       3.00    5.784  '/tmp/tmpxrWXTy/gold_soln_actives_final_m93_2.mol2'            'CHEMBL1082016'
     76.86     -67.98       3.04       1.00       0.00       1.29       2.47      -0.00       2.89   10.760  '/tmp/tmpxrWXTy/gold_soln_actives_final_m94_1.mol2'            'CHEMBL1096271'
     74.32     -67.67       1.56       0.72       0.00       0.00       0.81      -0.00       1.38    5.476  '/tmp/tmpxrWXTy/gold_soln_actives_final_m95_2.mol2'             'CHEMBL599448'
     75.71     -67.72       2.98       0.00       0.00       0.00       1.16      -0.00       1.35    3.228  '/tmp/tmpxrWXTy/gold_soln_actives_final_m96_3.mol2'             'CHEMBL599448'
     59.87     -59.87       1.00       0.00       0.00       0.00       4.02      -0.00       5.04    8.724  '/tmp/tmpxrWXTy/gold_soln_actives_final_m97_4.mol2'             'CHEMBL252055'
     54.23     -49.96       1.00       1.00       0.00       0.97       2.92      -0.00       5.08    5.340  '/tmp/tmpxrWXTy/gold_soln_actives_final_m98_2.mol2'             'CHEMBL252055'
     61.07     -64.33       1.00       0.00       0.00       5.78       2.51      -0.00       4.54    9.256  '/tmp/tmpxrWXTy/gold_soln_actives_final_m99_5.mol2'             'CHEMBL252055'
     60.01     -59.92       1.00       0.00       0.00       2.47       2.61      -0.00       4.77    9.556  '/tmp/tmpxrWXTy/gold_soln_actives_final_m100_3.mol2'             'CHEMBL252055'
     75.70     -74.28       1.00       0.00       0.00       0.06       1.11      -0.00       0.69    7.216  '/tmp/tmpxrWXTy/gold_soln_actives_final_m101_3.mol2'             'CHEMBL523586'
     62.37     -69.19       0.07       0.00       0.00       6.66       2.46      -0.00       4.55    5.120  '/tmp/tmpxrWXTy/gold_soln_actives_final_m102_1.mol2'             'CHEMBL506077'
     60.75     -66.48       0.07       0.00       0.00       3.79       3.61      -0.00       4.52    5.088  '/tmp/tmpxrWXTy/gold_soln_actives_final_m103_1.mol2'             'CHEMBL506077'
     55.22     -55.78       0.00       0.00       0.00       0.00       1.75      -0.00       2.95    5.100  '/tmp/tmpxrWXTy/gold_soln_actives_final_m104_3.mol2'             'CHEMBL470200'
     50.34     -51.77       0.00       0.00       0.00       0.00       2.19      -0.00       2.92    8.864  '/tmp/tmpxrWXTy/gold_soln_actives_final_m105_1.mol2'             'CHEMBL470200'
     26.45     -28.08       0.00       0.00       0.00       1.31       2.77      -0.00       4.68   10.884  '/tmp/tmpxrWXTy/gold_soln_actives_final_m106_2.mol2'             'CHEMBL448926'
    -34.47      26.73       0.00       0.00       0.00       7.02       3.02      -0.00       5.25   10.488  '/tmp/tmpxrWXTy/gold_soln_actives_final_m107_2.mol2'             'CHEMBL448926'
     74.10     -74.49       0.82       0.00       0.00       0.05       1.77      -0.00       0.73    5.512  '/tmp/tmpxrWXTy/gold_soln_actives_final_m108_3.mol2'             'CHEMBL375485'
     66.06     -67.09       0.99       0.00       0.00       2.88       1.81      -0.00       2.49    5.852  '/tmp/tmpxrWXTy/gold_soln_actives_final_m109_3.mol2'             'CHEMBL226381'
     69.06     -66.67       1.00       0.41       0.00       1.28       1.53      -0.00       2.50    5.616  '/tmp/tmpxrWXTy/gold_soln_actives_final_m110_2.mol2'             'CHEMBL226381'
     35.33     -38.90       0.99       0.00       0.00       6.47       2.10      -0.00       4.11    8.084  '/tmp/tmpxrWXTy/gold_soln_actives_final_m111_3.mol2'             'CHEMBL383527'
     33.91     -41.47       1.01       0.00       0.00      10.80       2.30      -0.00       4.78    8.184  '/tmp/tmpxrWXTy/gold_soln_actives_final_m112_3.mol2'             'CHEMBL383527'
     68.60     -68.67       1.00       0.00       0.00       1.23       1.30      -0.00       0.76    5.236  '/tmp/tmpxrWXTy/gold_soln_actives_final_m113_2.mol2'             'CHEMBL376569'
     75.54     -75.28       1.14       0.00       0.00       1.20       1.78      -0.00       1.61   10.320  '/tmp/tmpxrWXTy/gold_soln_actives_final_m114_1.mol2'             'CHEMBL212566'
     62.42     -73.16       0.00       0.00       0.00       9.62       3.04      -0.00       4.85    5.332  '/tmp/tmpxrWXTy/gold_soln_actives_final_m115_2.mol2'             'CHEMBL574289'
     66.33     -67.55       1.00       0.00       0.00       5.93       1.80      -0.00       5.26    5.248  '/tmp/tmpxrWXTy/gold_soln_actives_final_m116_2.mol2'             'CHEMBL395080'
     67.37     -59.74       2.81       0.00       0.00       0.66       0.51      -0.00       0.70   15.220  '/tmp/tmpxrWXTy/gold_soln_actives_final_m117_4.mol2'             'CHEMBL523859'
     70.06     -62.86       2.75       0.00       0.00       0.00       1.64      -0.00       2.23    6.720  '/tmp/tmpxrWXTy/gold_soln_actives_final_m118_3.mol2'            'CHEMBL1171647'
     58.26     -56.61       0.74       0.73       0.00       2.97       1.39      -0.00       2.96    8.260  '/tmp/tmpxrWXTy/gold_soln_actives_final_m119_2.mol2'            'CHEMBL1079625'
     64.44     -66.22       1.00       0.00       0.00       0.00       2.89      -0.00       1.00    4.540  '/tmp/tmpxrWXTy/gold_soln_actives_final_m120_3.mol2'             'CHEMBL208199'
     68.63     -76.91       0.00       0.00       0.00       5.96       3.45      -0.00       4.59    4.984  '/tmp/tmpxrWXTy/gold_soln_actives_final_m121_3.mol2'             'CHEMBL258844'
     30.52     -26.85       1.96       0.00       0.00       0.00       1.69      -0.00       1.17    6.508  '/tmp/tmpxrWXTy/gold_soln_actives_final_m122_3.mol2'             'CHEMBL595349'
     26.58     -23.10       1.55       0.00       0.00       0.00       1.08      -0.00       0.99   10.996  '/tmp/tmpxrWXTy/gold_soln_actives_final_m123_5.mol2'             'CHEMBL595349'
     69.03     -69.13       0.67       0.45       0.00       0.00       2.15      -0.00       0.77    7.572  '/tmp/tmpxrWXTy/gold_soln_actives_final_m124_3.mol2'             'CHEMBL211018'
     78.96     -78.26       1.00       0.00       0.00       0.02       1.78      -0.00       1.29    8.928  '/tmp/tmpxrWXTy/gold_soln_actives_final_m125_4.mol2'             'CHEMBL575811'
     77.79     -72.35       2.84       0.00       0.00       0.00       2.23      -0.00       1.37   11.136  '/tmp/tmpxrWXTy/gold_soln_actives_final_m126_1.mol2'             'CHEMBL575811'
     75.52     -73.86       1.00       1.47       0.00       4.68       0.94      -0.00       0.76    5.036  '/tmp/tmpxrWXTy/gold_soln_actives_final_m127_1.mol2'             'CHEMBL203329'
     56.69     -56.31       1.41       0.00       0.00       2.79       2.09      -0.00       3.02    8.984  '/tmp/tmpxrWXTy/gold_soln_actives_final_m128_2.mol2'            'CHEMBL1081104'
     68.24     -72.78       0.00       0.00       0.00       1.13       4.48      -0.00       5.55    5.892  '/tmp/tmpxrWXTy/gold_soln_actives_final_m129_1.mol2'             'CHEMBL270847'
     76.40     -80.59       0.00       0.17       0.00       0.00       3.00      -0.00       1.29    9.208  '/tmp/tmpxrWXTy/gold_soln_actives_final_m130_5.mol2'             'CHEMBL205994'
     83.68     -76.30       3.00       0.00       0.00       0.00       1.54      -0.00       1.47    9.316  '/tmp/tmpxrWXTy/gold_soln_actives_final_m131_1.mol2'             'CHEMBL205994'
     72.49     -72.12       1.00       0.00       0.00       0.00       1.84      -0.00       1.05    7.960  '/tmp/tmpxrWXTy/gold_soln_actives_final_m132_3.mol2'             'CHEMBL572884'
     76.18     -78.69       0.54       1.18       0.00       2.25       3.37      -0.00       1.06    9.888  '/tmp/tmpxrWXTy/gold_soln_actives_final_m133_1.mol2'             'CHEMBL572884'
     76.45     -75.55       0.99       0.00       0.00       0.00       1.45      -0.00       0.32    9.020  '/tmp/tmpxrWXTy/gold_soln_actives_final_m134_1.mol2'             'CHEMBL206732'
     53.76     -55.84       0.09       0.00       0.00       0.00       2.12      -0.00       1.90    9.844  '/tmp/tmpxrWXTy/gold_soln_actives_final_m135_3.mol2'             'CHEMBL203434'
     69.83     -70.06       1.62       0.00       0.00       2.18       2.24      -0.00       1.56   15.072  '/tmp/tmpxrWXTy/gold_soln_actives_final_m136_4.mol2'             'CHEMBL381610'
     80.56     -82.99       0.96       0.73       0.00       3.49       3.03      -0.00       1.97   13.716  '/tmp/tmpxrWXTy/gold_soln_actives_final_m137_3.mol2'             'CHEMBL381610'
     74.81     -67.66       3.84       0.00       0.00       2.89       2.29      -0.00       2.82    8.472  '/tmp/tmpxrWXTy/gold_soln_actives_final_m138_1.mol2'            'CHEMBL1081829'
     68.18     -60.06       3.00       0.00       0.00       0.34       1.71      -0.00       2.89    8.748  '/tmp/tmpxrWXTy/gold_soln_actives_final_m139_5.mol2'            'CHEMBL1081660'
     70.23     -73.71       0.00       0.00       0.00       1.24       1.57      -0.00       0.89    8.016  '/tmp/tmpxrWXTy/gold_soln_actives_final_m140_5.mol2'             'CHEMBL207496'
     73.73     -75.22       0.00       0.00       0.00       0.14       1.76      -0.00       1.45   10.804  '/tmp/tmpxrWXTy/gold_soln_actives_final_m141_1.mol2'             'CHEMBL377687'
     60.48     -55.71       2.59       0.00       0.00       2.69       1.85      -0.00       2.86    8.668  '/tmp/tmpxrWXTy/gold_soln_actives_final_m142_1.mol2'            'CHEMBL1081263'
     52.44     -51.10       1.95       0.00       0.00       0.33       3.43      -0.00       2.67    8.780  '/tmp/tmpxrWXTy/gold_soln_actives_final_m143_2.mol2'            'CHEMBL1081425'
     56.88     -54.89       0.74       0.85       0.00       2.51       1.68      -0.00       2.99    8.816  '/tmp/tmpxrWXTy/gold_soln_actives_final_m144_3.mol2'            'CHEMBL1081296'
     73.44     -74.43       1.00       0.00       0.00       0.65       2.64      -0.00       1.93   12.716  '/tmp/tmpxrWXTy/gold_soln_actives_final_m145_2.mol2'             'CHEMBL377603'
     80.81     -81.73       0.25       0.19       0.00       0.00       2.00      -0.00       1.75   12.464  '/tmp/tmpxrWXTy/gold_soln_actives_final_m146_4.mol2'             'CHEMBL377603'
     48.75     -42.21       3.00       0.00       0.00       1.20       1.12      -0.00       0.98    5.856  '/tmp/tmpxrWXTy/gold_soln_actives_final_m147_3.mol2'             'CHEMBL445180'
     80.50     -82.72       0.00       0.00       0.00       0.61       3.17      -0.00       4.72    4.340  '/tmp/tmpxrWXTy/gold_soln_actives_final_m148_2.mol2'             'CHEMBL359864'
     67.69     -74.74       0.00       0.00       0.00       4.64       3.47      -0.00       4.36    6.288  '/tmp/tmpxrWXTy/gold_soln_actives_final_m149_3.mol2'             'CHEMBL180231'
     70.17     -74.85       0.96       0.00       0.00       8.30       2.13      -0.00       5.00    7.744  '/tmp/tmpxrWXTy/gold_soln_actives_final_m150_4.mol2'             'CHEMBL180231'
     53.64     -46.98       3.00       0.00       0.00       0.00       1.57      -0.00       0.78    5.444  '/tmp/tmpxrWXTy/gold_soln_actives_final_m151_3.mol2'             'CHEMBL493251'
